element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
Al,0.11374606192111969,0.11510417610406876,-0.11647366732358932,0.015589284710586071,-0.22014892101287842,-0.10474078357219696,0.04014182090759277,0.050822049379348755,-0.5566620230674744,0.06775828450918198,-0.330835223197937,0.25059524178504944,0.02843463234603405,-0.03987964615225792,-0.03700997680425644,-0.03975494205951691,0.19635675847530365,0.03748897463083267,-0.6427662372589111,-0.14122271537780762,-0.03087906539440155,0.0593089759349823,0.25195571780204773,-0.008391523733735085,-0.15786540508270264,-0.08633900433778763,-0.057241979986429214,-0.005464696325361729,-0.06611953675746918,0.13167965412139893,0.2388359010219574,-0.060580819845199585,-0.10762715339660645,0.2543676793575287,-0.032629404217004776,0.25202056765556335,-0.11479026824235916,-0.01960074156522751,-0.08706410229206085,0.024297215044498444,-0.27692005038261414,0.005200815387070179,0.25268444418907166,0.023875944316387177,0.16736190021038055,0.016025956720113754,0.005327871069312096,-0.17319989204406738,-0.14176924526691437,0.08645899593830109,-0.012533675879240036,0.06742075085639954,1.4553470611572266,0.02389853447675705,-0.0694199949502945,0.0717083066701889,0.08921575546264648,0.06585278362035751,-0.0017102656420320272,-0.03221914544701576,-0.32397860288619995,0.46025076508522034,0.48329266905784607,-0.12225127220153809,-0.006218276917934418,0.07637826353311539,-0.1151583194732666,0.14203184843063354,-0.9995641112327576,0.09833274781703949,0.861201286315918,0.017902160063385963,-0.08475586771965027,-0.006452895700931549,-0.028771143406629562,0.020019615069031715,-0.13916052877902985,-0.0055300891399383545,0.009297640062868595,0.015766769647598267,-0.023539692163467407,-0.08086340129375458,-0.05178137868642807,-1.0965081453323364,-0.16923093795776367,0.18122413754463196
Si,-0.1917678564786911,-0.046990975737571716,-0.7693520784378052,0.09126550704240799,0.2885253131389618,-0.03248333930969238,0.018572233617305756,0.3515770733356476,0.08896711468696594,0.007193969562649727,-0.2880796194076538,-0.06084056943655014,-0.06130564585328102,-0.1521543562412262,-0.07223457843065262,-0.0568266436457634,-0.4618808627128601,0.02135304920375347,1.5053989887237549,-0.08936212956905365,-0.04147733002901077,-0.04141157120466232,0.0702897310256958,-0.07293189316987991,-0.059293754398822784,0.10365981608629227,0.031163513660430908,-0.015719624236226082,-0.06392760574817657,0.11659770458936691,-0.029478609561920166,0.004868888296186924,-0.05413191765546799,0.47514981031417847,-0.12077466398477554,0.05867260321974754,-0.0323585644364357,-0.037227652966976166,0.1189139112830162,0.04690840467810631,-0.18335610628128052,0.008254026994109154,-0.0565793439745903,-1.1508805751800537,-0.03397774696350098,-0.06306609511375427,-0.012173838913440704,-0.00674080103635788,-0.08836054801940918,0.06440664082765579,-0.021542921662330627,0.021215438842773438,1.451662302017212,-0.2536911070346832,0.00037505850195884705,0.014040918089449406,0.07030028104782104,0.009662890806794167,0.0737357810139656,0.09183899313211441,-0.27300310134887695,-0.20573531091213226,0.09349066764116287,-0.04233310744166374,0.0940949097275734,0.07744628936052322,-0.30047905445098877,-0.05589839443564415,-1.0003302097320557,0.05625317245721817,0.6611638069152832,0.09480583667755127,-0.06588607281446457,-0.02862575650215149,-0.09064915031194687,-0.11011701822280884,-0.01742808148264885,0.3079621195793152,0.024611620232462883,0.1083756685256958,0.06987995654344559,0.14880679547786713,-0.04877658933401108,-0.8920533657073975,-0.15524601936340332,0.1294359415769577
P,-0.6266556978225708,-0.42858225107192993,-0.2626117467880249,0.04377242177724838,0.18608921766281128,-0.014360964298248291,-0.060854971408843994,0.6336197853088379,0.5936621427536011,-0.018664535135030746,-0.20797426998615265,-0.001854337751865387,-0.03242712467908859,0.23135395348072052,-0.10551846027374268,-0.04196470230817795,-0.6675893068313599,0.009049936197698116,-0.2320227175951004,-0.07070139050483704,0.05876888334751129,-0.18931031227111816,-0.12465658038854599,0.03345267102122307,-0.031765807420015335,-1.1786197423934937,0.025793030858039856,0.0401325561106205,-0.024974161759018898,-0.04289352521300316,-0.01491415873169899,0.06820055842399597,-0.08224876970052719,0.7596874833106995,-0.13259541988372803,0.1454688310623169,-0.08277829736471176,-0.087738037109375,-0.0829809308052063,0.06943453103303909,-0.21462062001228333,0.06748320907354355,0.007962033152580261,-1.2403974533081055,0.020386911928653717,-0.05404435843229294,-0.05781311169266701,-0.08262412995100021,-0.15359988808631897,0.03553026169538498,-0.028077367693185806,0.10937345027923584,0.5664241313934326,-0.14102116227149963,0.05188189074397087,0.11283569037914276,0.13175995647907257,-0.021362533792853355,0.18161273002624512,0.09936650842428207,0.011890798807144165,0.026673907414078712,-0.2397775501012802,-0.11178046464920044,0.06648117303848267,-0.0014612320810556412,-0.8706966638565063,-0.5962865352630615,-0.5809184312820435,-0.04104415327310562,-0.8988330364227295,-0.09099391102790833,-0.07154718786478043,0.010752770118415356,-0.019162140786647797,-0.07385019958019257,0.009790288284420967,0.44808587431907654,-0.029380520805716515,0.13127730786800385,0.01895921863615513,-0.16294825077056885,0.010626506060361862,0.5479007363319397,0.16412581503391266,0.33947622776031494
S,0.14220835268497467,-0.03611196577548981,0.4780144989490509,-0.04571491479873657,-0.07972559332847595,-0.13951201736927032,0.12778642773628235,-0.562099814414978,0.7484085559844971,-0.025162413716316223,-0.389549195766449,0.07735881954431534,-0.1272350251674652,-0.016319196671247482,0.033078957349061966,0.055620644241571426,-0.002950429916381836,0.06644280254840851,-0.13305620849132538,-0.016042854636907578,-0.029689181596040726,-0.07204272598028183,-0.05424278602004051,-0.1221170425415039,-0.07944299280643463,0.35848021507263184,-0.077271468937397,-0.019504480063915253,0.042020052671432495,0.14763739705085754,-0.05654966086149216,-0.0036755073815584183,0.0030426084995269775,-0.2618396282196045,0.013432707637548447,0.17710566520690918,0.01362675428390503,-0.008368163369596004,-0.06992194056510925,0.06889750063419342,-0.22611390054225922,-0.10560627281665802,-0.008766962215304375,-1.7397160530090332,0.09286259859800339,-0.06909274309873581,0.03438204526901245,0.05582670122385025,-0.03454601764678955,0.11528749018907547,0.015580209903419018,-0.03878375142812729,0.6607955098152161,-0.12636250257492065,-0.06538301706314087,-0.043183136731386185,0.029003791511058807,0.035713743418455124,0.047819834202528,0.05762409046292305,-0.2055147886276245,-0.0692673921585083,0.19479189813137054,-0.08632103353738785,0.05702522397041321,-0.001803315244615078,0.1350995898246765,0.16942712664604187,0.034774526953697205,0.015411248430609703,-0.49079430103302,0.09757226705551147,-0.16329744458198547,-0.17295904457569122,-0.055662378668785095,0.053597480058670044,-0.0024995270650833845,0.15560032427310944,0.03064746968448162,0.006117170676589012,0.0947439894080162,-0.06651271134614944,0.012834742665290833,0.3783775269985199,-0.05868300423026085,0.10935463011264801
Cl,0.7640089988708496,-0.1041533574461937,1.041301965713501,0.11038956791162491,-0.16831302642822266,-0.0828152745962143,0.15483255684375763,0.22045691311359406,0.8798288106918335,0.03795836120843887,-0.3344755172729492,-0.11553013324737549,0.018107227981090546,-0.0999414473772049,-0.09436896443367004,-0.01880503259599209,0.7413216233253479,0.10303913056850433,-0.05823209881782532,-0.04811602458357811,-0.09398801624774933,0.11475036293268204,0.014004882425069809,-0.08563491702079773,-0.1156945526599884,-0.2496953010559082,-0.03183244913816452,-0.026363203302025795,-0.1229434609413147,0.09610854089260101,-0.32705140113830566,0.0013563570100814104,-0.13787761330604553,-1.223901391029358,-0.017180750146508217,0.05826772749423981,0.06234900653362274,-0.03326458856463432,0.11183725297451019,-0.08707133680582047,-0.21712040901184082,-0.03235417604446411,-0.9172182083129883,-0.33118733763694763,-0.009614333510398865,-0.027742307633161545,0.0034886784851551056,0.015604004263877869,0.03628142923116684,-0.18686693906784058,0.038021624088287354,-0.022834964096546173,0.4266773462295532,-0.14670267701148987,-0.14549556374549866,-0.12505300343036652,0.03279836103320122,-0.01752377301454544,-0.041586071252822876,0.011508315801620483,-0.2126225084066391,-0.03269117325544357,0.17712941765785217,-0.05269774794578552,-0.02856370434165001,0.016353078186511993,-0.013134803622961044,-0.10342788696289062,0.5020740628242493,0.18948693573474884,-0.5557123422622681,-0.3302127420902252,-0.12483678758144379,-0.11531415581703186,-0.11452539265155792,-0.018469184637069702,-0.1359224170446396,0.09237499535083771,0.04258913919329643,-0.2706071734428406,0.10533830523490906,0.1679498851299286,0.10873080790042877,-0.2884056866168976,-0.08829735964536667,0.34125563502311707
K,0.04163534194231033,-0.16139045357704163,0.3972606956958771,-0.00643508043140173,0.4511319696903229,-0.2662525773048401,-0.025036141276359558,-0.21609613299369812,1.0491507053375244,0.09077811241149902,-0.24736520648002625,0.3344114422798157,-0.09730002284049988,-0.11049782484769821,-0.03303336352109909,0.053479764610528946,-0.1051403060555458,0.09880891442298889,0.03659091144800186,0.0495830774307251,0.031934238970279694,-0.09306777268648148,-0.15849408507347107,-0.010114876553416252,-0.0634501501917839,0.7094238996505737,0.006823386996984482,0.107123464345932,-0.10224089026451111,-0.028477802872657776,-0.17348730564117432,-0.03829081729054451,-0.090916708111763,1.102065086364746,-0.052594639360904694,0.33919844031333923,-0.018325524404644966,0.0075526162981987,-0.11590729653835297,-0.007248273119330406,0.06075334548950195,0.06281033903360367,-0.010169066488742828,0.4268902838230133,0.1130746454000473,-0.04699253663420677,0.049377650022506714,-0.11521878093481064,-0.14072014391422272,-0.027080973610281944,-0.08119389414787292,0.050416138023138046,-2.696681261062622,-0.2196672558784485,-0.040780119597911835,-0.0033146291971206665,0.06720950454473495,0.04356258735060692,0.029816120862960815,0.052837811410427094,-0.3105686902999878,0.35271167755126953,-0.1999833881855011,-0.012187998741865158,0.06039532274007797,-0.01680295355618,-0.11661621928215027,0.0943078026175499,-0.3115585446357727,0.08261527121067047,-0.07960177958011627,0.35365772247314453,-0.008986796252429485,-0.051301777362823486,-0.04840727150440216,-0.012547483667731285,-0.07380785793066025,0.5723528861999512,-0.0001839660108089447,-0.4664735496044159,0.05533212050795555,-0.02123398706316948,-0.03227752819657326,0.13345134258270264,-0.16176272928714752,1.0235997438430786
Ca,-1.2648866176605225,0.546528697013855,-0.713049590587616,-0.01459779404103756,-1.3110185861587524,-0.19859328866004944,0.09230732917785645,-0.05579255148768425,0.1740681678056717,0.07904261350631714,-0.1632400006055832,0.0824708417057991,-0.10083246976137161,-0.2864232659339905,-0.11336061358451843,-0.012783774174749851,0.12222970277070999,0.10412714630365372,-0.0749460905790329,-0.037566233426332474,0.012194359675049782,-0.10750892758369446,0.48336008191108704,0.11738069355487823,-0.08179035782814026,-0.006175514310598373,0.057426899671554565,0.00837419368326664,-0.18286395072937012,0.12098649889230728,0.6011756658554077,-0.009783289395272732,-0.09749113023281097,1.1051421165466309,0.04465193673968315,0.19712460041046143,0.013838812708854675,-0.032971374690532684,-0.2226124107837677,0.10632648319005966,0.022608168423175812,0.08589424937963486,-0.30251914262771606,-0.7052483558654785,0.007987299002707005,0.0013647216837853193,0.04571773111820221,-0.09052414447069168,-0.005740193650126457,0.11102750897407532,-0.03621689975261688,0.05230064317584038,-1.8794097900390625,-0.06695827841758728,-0.010589859448373318,0.045107241719961166,0.12393898516893387,-0.05262100696563721,0.03431595861911774,-0.03411618247628212,-0.47235041856765747,0.3526061177253723,0.575274646282196,-0.0066665057092905045,-0.06901004910469055,-0.02942613884806633,0.3209741711616516,0.6493111252784729,0.564710795879364,0.16831812262535095,0.1452922523021698,0.26727795600891113,-0.06140953302383423,-0.029357921332120895,-0.04959435015916824,0.0025323322042822838,-0.03355046734213829,0.10962586104869843,0.1683834344148636,-0.13748997449874878,0.006519028916954994,-0.25317561626434326,-0.0689619854092598,-0.14922010898590088,-0.3520437180995941,0.1618880182504654
Sc,-0.17722436785697937,0.8363479375839233,0.25312623381614685,0.17411427199840546,0.18875752389431,-0.07824854552745819,0.11465425789356232,0.5668942928314209,-1.9192311763763428,0.3288736343383789,-0.3632996082305908,0.11861000955104828,0.04913593828678131,0.07311119139194489,-0.0736449658870697,-0.05314161255955696,0.07947847247123718,0.18418057262897491,0.9234055876731873,0.07253032177686691,0.0670987144112587,-0.3299974203109741,-0.14952313899993896,-0.07906594127416611,-0.07102359086275101,-0.326155424118042,-0.1541975885629654,-0.1508382111787796,-0.13434039056301117,0.11052342504262924,-0.8337303400039673,0.12463343143463135,-0.03280919790267944,0.4739224910736084,-0.0899452269077301,0.24031603336334229,0.21629123389720917,0.12113622575998306,-0.029714807868003845,0.0915910005569458,0.05475179851055145,-0.16593168675899506,0.3272354006767273,-0.4764336347579956,-0.09711511433124542,0.07833877205848694,0.21970964968204498,-0.1823316365480423,-0.03020107001066208,-0.09377055615186691,0.01282312348484993,0.1677868664264679,-0.8866587281227112,0.09898372739553452,0.21835322678089142,-0.19865012168884277,-0.13054589927196503,0.07490751147270203,0.19088046252727509,-0.11034826189279556,-0.19911938905715942,-0.09037792682647705,-0.2812225818634033,-0.08392242342233658,-0.12833158671855927,-0.17294080555438995,0.4464881420135498,-0.14492647349834442,0.5954116582870483,0.25948408246040344,-0.6186931133270264,0.11926929652690887,0.04420234635472298,0.13582776486873627,-0.10028141736984253,-0.23292037844657898,0.06549127399921417,0.12319186329841614,0.15029595792293549,-1.2242233753204346,-0.06970573961734772,-0.22822967171669006,-0.12711404263973236,-0.27162954211235046,0.15033532679080963,-0.4301717281341553
Ti,-0.1978510469198227,-0.22367249429225922,-0.03668791800737381,0.023663867264986038,-0.0871858075261116,-0.17584070563316345,-0.05292331799864769,-0.2091393917798996,-1.187981367111206,0.06602705270051956,-0.4474683403968811,-0.22580137848854065,0.03058479353785515,2.0080087184906006,-0.09026702493429184,-0.09641851484775543,-0.09030739963054657,-0.10925348103046417,-0.12018955498933792,0.013640224933624268,0.09131858497858047,-0.2195647954940796,-0.2269383817911148,0.031020186841487885,0.04070179536938667,0.16740290820598602,-0.05150952935218811,-0.09496400505304337,-0.046575043350458145,0.2013426423072815,0.05258168280124664,0.0065407827496528625,-0.043753962963819504,0.9576708078384399,-0.12508103251457214,0.07664256542921066,0.16681866347789764,-0.02375277876853943,0.20172934234142303,-0.1317596733570099,0.30533134937286377,-0.08815629780292511,-0.1685190051794052,-0.8567535281181335,-0.030583074316382408,-0.01564347930252552,0.02841394767165184,0.004329036921262741,0.08121837675571442,-0.0826108306646347,0.032989926636219025,-0.015569379553198814,-0.9505797624588013,-0.13866570591926575,0.02455456368625164,-0.21137943863868713,0.03654797747731209,0.04218324273824692,-0.03174230456352234,0.09164556860923767,0.0820244550704956,0.024960726499557495,0.03750528767704964,-0.1508471965789795,0.11308728903532028,-0.059293605387210846,0.15092973411083221,-0.9131606221199036,-0.7523453235626221,0.0478583425283432,0.28223466873168945,0.1238950788974762,-0.12801142036914825,-0.07272138446569443,-0.017248114570975304,-0.04363685101270676,-0.0736544206738472,0.17366155982017517,0.15798728168010712,-0.2871069312095642,0.09312746673822403,0.21267792582511902,-0.030025582760572433,0.07320373505353928,-0.040054284036159515,0.1633910983800888
V,-0.013071872293949127,-0.08585477620363235,-0.4784527122974396,-0.08161193877458572,-0.2740093469619751,-0.20142292976379395,0.04885025694966316,-1.0934711694717407,-1.074535608291626,-0.10980095714330673,-0.3961024880409241,-0.2972041964530945,-0.1489677131175995,-0.19476866722106934,-0.10378163307905197,-0.05600569769740105,0.07111001014709473,0.1318918913602829,-0.6288536787033081,-0.0992623120546341,-0.09408580511808395,-0.17134569585323334,-1.8089959621429443,-0.27511483430862427,-0.0022190799936652184,0.43891641497612,-0.006391162984073162,0.06985557824373245,0.06543442606925964,0.5610415935516357,0.05120570957660675,0.1405993551015854,-0.14807894825935364,1.2243555784225464,0.009275712072849274,0.29338717460632324,-0.07366769015789032,-0.13047859072685242,-0.0868203192949295,0.07144490629434586,0.02366560697555542,-0.03331654518842697,-0.24792683124542236,-0.28222373127937317,-0.018845509737730026,0.08435263484716415,0.045046448707580566,-0.025739192962646484,-0.029795436188578606,-0.01280505582690239,0.027509598061442375,0.0736052468419075,-0.7042301893234253,-0.5427533388137817,0.1283453106880188,0.0632016733288765,0.06334412842988968,-0.10513779520988464,0.03979288414120674,0.06870245188474655,-0.11072275042533875,-0.4924295246601105,0.0639159083366394,0.20277944207191467,0.08550285547971725,0.0825573280453682,-0.2098614126443863,-1.0852243900299072,-0.9364913702011108,0.10694552958011627,0.24535343050956726,0.10183973610401154,-0.09147106111049652,-0.07600292563438416,-0.03632489591836929,-0.07020704448223114,-0.03114805929362774,0.2005358338356018,-0.13097533583641052,-0.3055435121059418,0.016297589987516403,-0.11751506477594376,0.06694423407316208,0.12751086056232452,-0.30152037739753723,-0.05196300894021988
Cr,0.35259467363357544,-0.08105248957872391,-0.6694450974464417,-0.02670435607433319,-0.4590773582458496,-0.4565269351005554,-0.07736210525035858,-1.1053657531738281,-1.1265995502471924,-0.08370341360569,-0.42520034313201904,0.4026677906513214,-0.17358389496803284,-0.008386343717575073,-0.04825153946876526,-0.11481312662363052,-0.480806827545166,0.0706065446138382,-0.3142815828323364,-0.14544466137886047,-0.04783579707145691,0.5861785411834717,0.116993248462677,-0.262398898601532,0.03585045412182808,0.6252092123031616,0.04792231693863869,0.0499962642788887,0.05156954005360603,0.2308807075023651,0.33940833806991577,0.09104375541210175,-0.13923794031143188,0.9052539467811584,-0.13459330797195435,0.18597295880317688,-0.12390641123056412,-0.10241197049617767,-0.11725152283906937,0.07647506892681122,-0.010993055999279022,-0.009374820627272129,-0.48889538645744324,0.10090649127960205,-0.02283387817442417,-0.10470300912857056,-0.033182889223098755,-0.13118141889572144,-0.056745417416095734,0.039022479206323624,-0.08152416348457336,0.14428822696208954,-0.7362164258956909,-0.3573176860809326,0.0727611854672432,0.06239113211631775,0.15207034349441528,-0.0996469184756279,0.13869468867778778,0.19121772050857544,-0.06904010474681854,-0.6441828608512878,0.4303562045097351,0.005776841193437576,0.21766647696495056,-0.046620383858680725,-0.22191102802753448,-1.280483603477478,-1.4147207736968994,0.005277950316667557,-0.20086467266082764,0.06678925454616547,-0.018887121230363846,-0.015620648860931396,-0.03811017796397209,-0.20462633669376373,-0.04509585723280907,0.16545593738555908,-0.11002743989229202,-0.06012451648712158,0.1035335436463356,-0.3288463354110718,-0.011123593896627426,-0.03728115186095238,0.20815250277519226,-0.040106430649757385
Mn,-0.05524785816669464,0.03406263887882233,-0.7157261967658997,-0.037386178970336914,0.16751188039779663,0.04762841761112213,0.06448991596698761,-1.149573802947998,-0.905714213848114,0.006998088210821152,-0.30571284890174866,-1.546797275543213,-0.1443512737751007,0.2752215564250946,0.026315022259950638,0.09007960557937622,0.1190301924943924,0.14241443574428558,0.06941571086645126,-0.026581786572933197,-0.027581803500652313,-0.13936060667037964,0.5006616115570068,-0.09340889006853104,-0.12619444727897644,0.0609188973903656,-0.012929853051900864,0.08391375094652176,-0.17368461191654205,-0.05738348141312599,-0.1561826467514038,-0.028305087238550186,-0.1515205353498459,1.0292304754257202,0.07315643876791,0.17130863666534424,0.03511887788772583,0.016872543841600418,-0.07965005934238434,-0.07498373091220856,0.09632313251495361,-0.016515735536813736,-0.39173370599746704,-0.11740512400865555,0.1643775999546051,-0.051671724766492844,-0.013479096814990044,-0.17859472334384918,-0.03666872903704643,0.09134921431541443,-0.021729331463575363,0.08165626972913742,-0.14187616109848022,-0.1124667078256607,-0.10814940184354782,0.04292059689760208,0.07114306092262268,0.019169488921761513,-0.08548051118850708,-0.03040638566017151,-0.1575198769569397,-0.07890500128269196,0.44426900148391724,-0.012817959301173687,0.03601524978876114,0.18284247815608978,-0.5373339653015137,-0.323758989572525,-0.4135056734085083,0.1443653255701065,-0.17001932859420776,0.27650752663612366,-0.08558914810419083,-0.07731784135103226,0.022218234837055206,0.09996882826089859,-0.0022826308850198984,0.32450366020202637,-0.009284071624279022,-0.17280402779579163,0.11500171571969986,-0.11007153987884521,-0.162831112742424,-0.16403569281101227,-0.026987232267856598,0.46685275435447693
Fe,1.1146005392074585,0.048588741570711136,-0.39112910628318787,0.06265279650688171,0.07197653502225876,0.21387284994125366,0.0939907357096672,-1.7839243412017822,-1.2384215593338013,0.0660075768828392,-0.30844491720199585,0.0366864874958992,-0.000396188348531723,0.03998156264424324,-0.050043996423482895,0.029730845242738724,0.0007095858454704285,0.17568600177764893,-0.12967731058597565,-0.0782187283039093,-0.05372609943151474,-0.10994771122932434,0.276941180229187,0.04933983460068703,-0.08601769059896469,0.02860715240240097,-0.06760059297084808,0.07841714471578598,-0.11281387507915497,0.1839292347431183,-0.0837489515542984,0.0008480390533804893,-0.12292418628931046,0.748818576335907,-0.08980201929807663,0.2338593602180481,0.052687227725982666,0.06309066712856293,0.006889939308166504,0.001208040863275528,-0.5308896899223328,-0.005606535822153091,-0.26759907603263855,-0.1125713661313057,0.09537388384342194,0.00078290153760463,0.031681157648563385,-0.11402206867933273,-0.05927722156047821,0.03248221427202225,0.03943926841020584,0.02768116071820259,0.5624188780784607,0.07335320115089417,-0.07701511681079865,0.03058229200541973,0.08059234917163849,0.03257979825139046,0.02239031158387661,-0.005741974338889122,-0.2771146297454834,0.07761438935995102,-1.5094802379608154,-0.0484008863568306,0.019687887281179428,0.11934405565261841,-0.2952965199947357,0.1552923619747162,-0.554760754108429,0.1331976056098938,-0.27369123697280884,0.07211197912693024,-0.07325377315282822,-0.07622313499450684,-0.020975323393940926,0.016757173463702202,0.0023771189153194427,0.1832139790058136,0.05177954584360123,-0.13023428618907928,0.05570843815803528,0.15060120820999146,-0.010580622591078281,0.07773998379707336,-0.10967552661895752,0.14833803474903107
Co,0.7332481741905212,-0.04654086381196976,-0.6634643077850342,0.02363676205277443,-0.11869469285011292,1.7529315948486328,-0.07543408870697021,-1.6289376020431519,-1.1202104091644287,0.08172302693128586,-0.22549186646938324,0.1855151653289795,-0.017654025927186012,-0.07333242148160934,-0.19783519208431244,-0.05588919296860695,-0.3484176993370056,0.03173193335533142,0.1433822512626648,-0.08954191207885742,-0.005897148512303829,0.05667724832892418,0.10685434192419052,-0.08155600726604462,-0.06089894473552704,0.13469941914081573,0.043140433728694916,0.008610749617218971,-0.04674858599901199,0.13113132119178772,-0.1739952564239502,-0.011250434443354607,-0.13398754596710205,0.4617885947227478,-0.008356370031833649,0.22799688577651978,0.007346258498728275,-0.08595843613147736,-0.09521029144525528,-0.09404696524143219,0.4566059708595276,0.08375057578086853,0.013495057821273804,-0.21858851611614227,0.09276384860277176,0.03864121064543724,0.01543013658374548,-0.09217973053455353,-0.041092801839113235,-0.0608128160238266,-0.03852790966629982,0.004576126113533974,0.7540696859359741,-0.11723461747169495,-0.08234819769859314,-0.003470222232863307,0.05734936147928238,0.05752533674240112,-0.04154859110713005,0.08408964425325394,-0.018823524937033653,-0.01950351521372795,0.08917485177516937,-0.0876721739768982,0.01894429884850979,0.06051401048898697,-0.16743892431259155,0.0043853335082530975,0.19999957084655762,0.09472401440143585,-0.32695287466049194,0.1237809881567955,0.03403325378894806,-0.0782901793718338,-0.0858515202999115,-0.04062090069055557,-0.191389799118042,0.36381059885025024,-0.0324414037168026,0.10619457066059113,0.11073558032512665,-0.04325488954782486,0.08369986712932587,0.42773863673210144,-0.23597916960716248,0.20667733252048492
Ni,0.05850055813789368,-0.0012250440195202827,-0.4890577495098114,0.056657589972019196,-0.11555049568414688,-0.6514471769332886,0.02097444236278534,-1.4698495864868164,-0.8390182852745056,0.06344519555568695,-0.16025547683238983,0.18931829929351807,-0.11300121247768402,-0.19620084762573242,-0.06220648065209389,-0.060480695217847824,-0.4375900626182556,0.02661851979792118,-0.2522556185722351,-0.13334491848945618,0.02931268885731697,-0.03379175439476967,0.2451234757900238,-0.19264249503612518,-0.025454439222812653,-0.13306541740894318,-0.02723994478583336,0.06069955974817276,-0.10794166475534439,0.12118507921695709,-0.18586041033267975,-0.02673790045082569,-0.10992427170276642,0.14515051245689392,-0.1670960783958435,0.14014746248722076,0.05543993413448334,-0.049137264490127563,0.1640557050704956,-0.03169751167297363,1.4296631813049316,0.01703011803328991,-0.027529802173376083,-0.0947304368019104,0.02628769539296627,0.026418428868055344,-0.013695837929844856,-0.05984807759523392,0.028039388358592987,0.016651630401611328,0.0435120090842247,0.06134650483727455,0.6369684934616089,-0.03727129101753235,-0.12538917362689972,-0.056418005377054214,0.19562430679798126,-0.04138539731502533,0.018616052344441414,0.060994379222393036,-0.12805648148059845,0.21052122116088867,0.4569442868232727,-0.11159250885248184,0.052285730838775635,0.06587105989456177,-0.6616933941841125,0.179744154214859,0.7153986096382141,0.07256229221820831,-0.26073017716407776,0.00971223134547472,-0.032913561910390854,-0.07877960056066513,0.012306304648518562,-0.025399241596460342,0.024111788719892502,0.5505526065826416,0.02619055286049843,0.04350294917821884,0.10675864666700363,-0.006105169653892517,-0.005245128646492958,0.7506412863731384,-0.11107584089040756,0.29635921120643616
Cu,-0.45181283354759216,-0.00750872865319252,0.5178319215774536,0.016926459968090057,-0.037741683423519135,-0.2861502766609192,0.034006595611572266,-1.1114120483398438,0.06808406859636307,0.025461968034505844,-0.3772096335887909,0.16421478986740112,-0.09588897228240967,-0.13295120000839233,-0.05661478638648987,-0.041101790964603424,-0.5590035915374756,0.09078436344861984,-0.32099565863609314,0.007568024098873138,-0.07544989883899689,-0.10167829692363739,0.17725738883018494,-0.2731821537017822,0.032453689724206924,-0.35807710886001587,-0.052829742431640625,0.09764807671308517,-0.05829436331987381,0.0850667729973793,-0.07119649648666382,0.025984393432736397,-0.11918684095144272,0.3089607357978821,-0.14646604657173157,0.049263425171375275,-0.006900542415678501,-0.038674503564834595,-0.03496040403842926,0.036108557134866714,-0.000982433557510376,0.020101085305213928,-0.12436874210834503,0.5145170092582703,-0.02217012457549572,0.040923308581113815,-0.017231637611985207,-0.0933699682354927,-0.09555638581514359,0.07858957350254059,-0.007158440072089434,0.1516224592924118,0.13485246896743774,1.5244368314743042,0.07104047387838364,-0.013465465977787971,0.016808239743113518,-0.03238450735807419,0.01573583111166954,0.12091604620218277,-0.07546824216842651,-0.11111132800579071,0.8225832581520081,0.0547708161175251,0.1482951045036316,-0.027892662212252617,-0.44543835520744324,0.37499576807022095,0.05371146649122238,0.14026297628879547,-0.04202776402235031,0.041627317667007446,-0.04431651905179024,-0.008462142199277878,-0.07478058338165283,-0.06684926897287369,-0.02403353899717331,0.11191779375076294,-0.057847168296575546,0.14769382774829865,0.03202414885163307,-0.1872277408838272,-0.10178530961275101,0.3572850823402405,-0.04668840020895004,-0.19638407230377197
