element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Cu,0.48374804854393005,-0.1171996220946312,-0.1597926765680313,0.23127321898937225,0.12154190242290497,0.21859607100486755,-0.15638621151447296,0.4419606924057007,0.24877285957336426,0.29014185070991516,-0.513633131980896,-0.3537071645259857,-0.1446741819381714,-1.093091607093811,0.3494076430797577,0.010031364858150482,0.4468384385108948,0.20228612422943115,-0.3839745819568634,0.23984569311141968,-1.6435396671295166,0.3299410343170166,-0.2187393456697464,0.011344127357006073,-1.263792634010315,-0.4387572705745697,-0.22228175401687622,-0.13038557767868042,-0.12303648889064789,0.5518715381622314
Zn,-2.2173149585723877,-0.6135280132293701,-0.24243754148483276,-0.01431456208229065,0.43890005350112915,-0.0483078733086586,-0.033152494579553604,0.7388874292373657,0.07056035846471786,-0.20976106822490692,-0.20223991572856903,0.3853286802768707,0.3415098488330841,-0.1251218020915985,0.0017317906022071838,-0.09112335741519928,-0.37146613001823425,0.16361577808856964,-0.0984577015042305,0.2800998091697693,-1.4034757614135742,-0.5554331541061401,-0.5494987368583679,0.6024682521820068,-0.1518193632364273,-0.5709835290908813,0.09796792268753052,-0.038405224680900574,0.2410295158624649,-0.6006880402565002
Ga,0.21172624826431274,0.1387837827205658,-0.5839341878890991,-0.1756843626499176,0.06961677968502045,-0.10047931224107742,-0.4203425943851471,-0.3653806447982788,0.3463844060897827,-0.570143461227417,-0.20196503400802612,1.3115664720535278,0.43999579548835754,-0.39854127168655396,-0.26863276958465576,0.17281657457351685,-1.6685538291931152,0.3122786283493042,0.8138821125030518,0.5679627656936646,-1.3040751218795776,0.009893775917589664,-0.1488172560930252,1.0302096605300903,-0.027374116703867912,-0.19710996747016907,-0.13293249905109406,0.07194381207227707,-0.5068488121032715,-0.6595907807350159
Ge,-0.07900703698396683,0.31307724118232727,0.15503334999084473,-0.18371430039405823,0.06231695041060448,0.08499123156070709,-0.022025806829333305,0.08904002606868744,0.02283749170601368,0.08082559704780579,-0.2361028492450714,-0.22546887397766113,-0.11028523743152618,-0.08177743852138519,-1.6273843050003052,0.16642867028713226,-0.47250041365623474,0.07018225640058517,1.0889660120010376,0.6319276690483093,-0.6752594709396362,0.023509111255407333,-0.569020688533783,1.3899030685424805,0.46217721700668335,-0.23138099908828735,-0.16082079708576202,-0.122166708111763,0.36506205797195435,-1.0107060670852661
As,-0.3199039697647095,0.5191190838813782,-0.3356313109397888,0.6501061916351318,0.8082048296928406,0.2906298041343689,-0.17123480141162872,0.047019947320222855,0.014183826744556427,2.0604817867279053,0.34091639518737793,-0.8206720352172852,-0.02044020965695381,-0.11769754439592361,-0.20688053965568542,0.38799652457237244,-1.0055537223815918,-0.24338334798812866,1.3657572269439697,0.5367785692214966,-0.3716772794723511,0.23782767355442047,0.016117721796035767,0.5411244630813599,-0.673078715801239,-0.36113154888153076,-0.17889666557312012,0.1416998952627182,0.054928794503211975,0.030917301774024963
Se,0.6788218021392822,1.8287158012390137,-0.1064738780260086,-0.4992144703865051,0.8165105581283569,-0.020050786435604095,0.20410656929016113,0.004554055631160736,-0.2654176354408264,0.42223456501960754,-0.011113971471786499,0.1881251037120819,0.06144750490784645,-0.2453623116016388,-0.2329929620027542,-0.20254617929458618,-0.08169399201869965,-0.5786770582199097,-0.5690297484397888,0.3326016664505005,-0.2460555136203766,-0.01161101832985878,-0.616445779800415,0.5958479642868042,-0.0024067454505711794,0.45539310574531555,0.14845719933509827,-0.10873791575431824,0.274604856967926,0.18169057369232178
Br,-0.055047616362571716,0.5005866289138794,0.5111016035079956,0.3120775818824768,0.5236470103263855,-0.3291260600090027,0.08239574730396271,-0.16720306873321533,-0.3105398118495941,0.5448920130729675,-0.25223591923713684,-0.6227854490280151,-0.04526433348655701,-0.6600929498672485,-0.3050875961780548,-0.6818516254425049,0.6094850897789001,0.5565909147262573,-0.48015639185905457,-0.18198269605636597,0.7241605520248413,-1.0154223442077637,2.0925962924957275,0.722104549407959,0.690117597579956,0.004269242286682129,0.5092691779136658,0.1771058887243271,-0.05931448936462402,-0.06851768493652344
Kr,-1.4146009683609009,-3.5897839069366455,2.9938178062438965,2.808284282684326,-1.9567378759384155,-2.7304129600524902,-0.694276750087738,2.498558521270752,-1.6712583303451538,3.0556764602661133,0.05955241620540619,-2.7481601238250732,1.857757329940796,-1.8930517435073853,-1.350524663925171,-1.936314582824707,0.870175302028656,4.464807033538818,1.285203456878662,-3.4656412601470947,1.4788360595703125,-3.156581401824951,6.613509654998779,1.8877736330032349,0.6802815794944763,-4.648897647857666,1.5776013135910034,1.133623719215393,1.6122676134109497,-0.285616010427475
Rb,-0.0526595413684845,-0.8182231783866882,0.35812899470329285,0.15376485884189606,1.5365177392959595,0.6664915084838867,-0.42222368717193604,0.24695247411727905,0.2806600034236908,0.3166911005973816,-1.0764291286468506,-0.2358565777540207,-0.02270548976957798,-0.13551852107048035,-0.33259317278862,-0.3769247233867645,-0.8106206059455872,1.7539219856262207,-0.27817294001579285,-0.10049064457416534,0.4134015738964081,-0.391229510307312,-0.1672942340373993,-2.0368785858154297,0.10907421261072159,-1.2452449798583984,0.6330359578132629,-0.04507008194923401,0.4051816165447235,1.327742099761963
Sr,0.23795346915721893,-1.6267979145050049,-0.8086042404174805,0.12273480743169785,1.0558500289916992,1.0374153852462769,0.44095781445503235,-0.4357539713382721,-0.27555060386657715,-0.4489240050315857,0.4539913237094879,0.4076725244522095,0.11920756101608276,0.2277258038520813,-0.09618745744228363,-0.041252411901950836,0.4301467835903168,-0.5602613687515259,0.022610876709222794,0.1166176125407219,-0.22879354655742645,-0.5200341939926147,-0.4453433156013489,-1.7612600326538086,-0.0712888166308403,-1.26993727684021,-0.4347377121448517,0.08148516714572906,0.2808278799057007,0.3405936360359192
Y,0.02153928205370903,-0.04841093719005585,-0.09533339738845825,0.531218409538269,-0.8396578431129456,0.7330735921859741,-0.22360390424728394,-0.42983049154281616,0.08198877424001694,-0.8599391579627991,-0.0444868765771389,-0.5782459378242493,-0.1899518221616745,-0.6725552082061768,-0.018609020859003067,0.14046353101730347,-0.4716407060623169,-0.18799421191215515,0.21510829031467438,-0.18901966512203217,0.0252479650080204,-0.29273951053619385,0.0895395576953888,-1.819199562072754,-0.013786807656288147,-0.5294635891914368,0.8799741864204407,0.11006364971399307,-0.2040785253047943,-0.8652557134628296
Zr,-0.16641509532928467,0.481692373752594,-0.3506419062614441,0.45774465799331665,-1.121238350868225,0.940280020236969,-0.23660753667354584,-0.2709890902042389,-0.05187588930130005,-1.3093886375427246,-0.32401707768440247,-0.29644447565078735,0.09380754828453064,0.1799447238445282,0.15436528623104095,0.11177145689725876,-0.7111192941665649,0.24320727586746216,0.564049243927002,0.050866588950157166,0.5529395937919617,-0.7082034945487976,0.26123514771461487,-1.812212347984314,-0.4849475622177124,-0.5268806219100952,-0.9915434122085571,-0.11708143353462219,0.39431363344192505,0.2462388426065445
Nb,-0.32554709911346436,0.31959518790245056,-0.10159435868263245,0.20645329356193542,-1.4630892276763916,0.9548660516738892,0.6409076452255249,0.010188102722167969,0.7610765695571899,0.417560875415802,0.21596692502498627,0.08433467149734497,-0.16473214328289032,-0.01028517633676529,-0.20199652016162872,-0.1060141995549202,-0.2735123634338379,1.0797569751739502,0.6278545260429382,0.10040207207202911,0.18926358222961426,0.06744636595249176,-0.8704162240028381,-1.335498571395874,0.7022379040718079,-0.9273055791854858,-1.4016567468643188,-0.09774124622344971,-0.06432272493839264,0.8098087310791016
Mo,0.19734539091587067,0.8895227909088135,0.2606666088104248,0.5390011072158813,-2.046332359313965,-0.049590758979320526,0.38152623176574707,0.005811654031276703,-0.1474412977695465,-0.657400906085968,-0.8356744050979614,0.08783944696187973,0.6637517213821411,0.674810528755188,0.028446141630411148,0.22908635437488556,-0.24375252425670624,2.0713462829589844,0.008651810698211193,0.1424293965101242,0.1691676378250122,0.6836755275726318,-1.0107029676437378,-0.7494367361068726,-0.11040902882814407,-0.9300543665885925,-0.768796980381012,-0.3586285412311554,-0.31134793162345886,0.8121259212493896
Tc,-0.3489362299442291,0.07946668565273285,-0.3025602698326111,-0.2747105658054352,-1.305814266204834,-0.5891577005386353,0.14241191744804382,-0.7122868299484253,-0.04331505298614502,0.5393158793449402,0.0748070478439331,-1.349900484085083,-0.20002804696559906,0.8751881122589111,0.057518038898706436,-0.1412263810634613,0.7052205204963684,1.8897895812988281,-0.8491748571395874,0.6031953692436218,0.47646021842956543,-0.10765783488750458,0.2475166618824005,-0.006179986521601677,0.4551687240600586,-0.12838135659694672,-0.36428526043891907,0.03511933237314224,1.2212274074554443,0.4619351625442505
Ru,-0.8062243461608887,-0.17882128059864044,0.1166435107588768,-0.3278091549873352,-1.6686776876449585,0.15333598852157593,-0.0690302774310112,-1.4570435285568237,0.01788465306162834,-0.2910863757133484,0.7583790421485901,0.5096789002418518,0.3602757155895233,0.3422287702560425,-0.002186313271522522,0.14513351023197174,0.29525065422058105,-0.14151091873645782,-1.9412903785705566,1.0394536256790161,-0.2935473918914795,0.5392472743988037,0.22529765963554382,0.2640295922756195,0.008478347212076187,0.004443764686584473,0.15368486940860748,0.49521979689598083,-0.1751306802034378,0.3515627980232239
Rh,-0.4516848623752594,-0.5646375417709351,0.0016788411885499954,-0.7329877614974976,-0.8452081680297852,0.28911343216896057,-0.18352651596069336,-0.7846329212188721,0.022146161645650864,0.060822077095508575,0.2280338704586029,-0.42330560088157654,1.5773265361785889,-0.05440673232078552,-0.22484788298606873,0.6355377435684204,0.2068903148174286,-0.4125288128852844,-2.112136125564575,0.4880484342575073,-0.9941467046737671,0.32016462087631226,0.05986451357603073,-0.04317620396614075,0.35188618302345276,0.4692705273628235,0.022486429661512375,1.0769590139389038,0.3885751962661743,0.3090241551399231
Pd,-0.04879187047481537,-0.4877457022666931,-0.011411599814891815,-0.03922772407531738,-0.1196412444114685,0.1779402196407318,-0.03244559466838837,-0.9787358045578003,-0.03436347842216492,0.36077025532722473,-0.24065327644348145,-0.28321388363838196,2.0388197898864746,-0.3912668824195862,-0.14016658067703247,-0.2135889232158661,0.42452824115753174,-0.36779314279556274,-1.849079966545105,0.33836644887924194,-1.4876313209533691,-0.10776222497224808,0.8385728597640991,0.012845724821090698,-0.03848738968372345,0.861960768699646,0.12173812836408615,-0.8968473672866821,0.4004690945148468,0.1722288727760315
Ag,0.13280412554740906,-0.4388825297355652,-0.8658534288406372,0.3159184455871582,1.1692743301391602,-0.018796388059854507,-0.731286883354187,-0.061860308051109314,-0.34128904342651367,0.06503739953041077,-0.47152042388916016,-0.14230293035507202,0.3180549740791321,-1.101892113685608,0.10402227193117142,-0.2531602382659912,0.9604417085647583,0.8814923763275146,0.215451180934906,-0.017718009650707245,-1.8071825504302979,1.109503984451294,-0.05756669491529465,0.022545812651515007,-0.002959221601486206,-0.583674967288971,0.8138329386711121,0.0672755241394043,-0.10529979318380356,0.405119389295578
Cd,0.06610596179962158,-1.3287267684936523,-0.18739348649978638,0.7975004315376282,1.4591268301010132,-0.12149397283792496,0.4317273497581482,0.5144709348678589,-0.09777040779590607,-0.11735685169696808,0.07813020795583725,1.1225340366363525,0.27744314074516296,-0.12134943902492523,-0.19134265184402466,0.20298096537590027,0.14878292381763458,0.36758100986480713,-0.5389834642410278,0.252133846282959,-1.6142277717590332,-0.27264004945755005,-0.13907459378242493,0.4799540638923645,-0.15766741335391998,-0.581109881401062,1.2742871046066284,0.17596182227134705,0.06198316812515259,-0.9635523557662964
In,0.4413788914680481,-0.07770143449306488,-0.34646448493003845,0.33573731780052185,1.3013761043548584,-0.01719694398343563,-0.41064324975013733,0.29853880405426025,0.3701900243759155,-0.8564091324806213,0.0037122704088687897,-0.11097931861877441,-0.30435168743133545,-0.4238666892051697,-0.13866767287254333,-0.037857189774513245,-1.3500468730926514,0.6370123028755188,-0.13742895424365997,0.7594994306564331,-1.5700428485870361,0.13047154247760773,-0.26546579599380493,0.7679693102836609,0.044751543551683426,-0.407351553440094,-0.20133817195892334,0.03340845927596092,0.12768714129924774,-1.1621768474578857
Sn,-0.07217338681221008,0.10690010339021683,0.29016757011413574,-0.3050200641155243,0.7614743709564209,0.3303823471069336,-0.1128791868686676,0.44895654916763306,0.04618518799543381,-0.1003870964050293,0.09525655210018158,-0.433786541223526,-0.12035764753818512,-0.26430195569992065,1.7193567752838135,0.04255286976695061,-1.2620186805725098,0.3064424991607666,0.7379528284072876,0.5057318210601807,-0.9384486079216003,0.35412147641181946,-0.17168790102005005,1.2177637815475464,0.3250313103199005,-0.3137573301792145,-0.20488741993904114,-0.18865135312080383,0.08561980724334717,-0.8914622664451599
Sb,-0.07280372083187103,0.5187182426452637,0.14683708548545837,-0.051606982946395874,1.0707111358642578,0.2910114526748657,-0.3149392008781433,0.7600035667419434,0.06667713820934296,0.019045323133468628,0.041846226900815964,-0.16194406151771545,0.2461506724357605,0.6957581043243408,0.19729605317115784,0.537062406539917,-0.5840593576431274,0.5583600401878357,0.5494710206985474,0.1826486587524414,-0.892318844795227,0.33693671226501465,0.7487168312072754,1.0161678791046143,0.18275392055511475,-0.5050786733627319,-0.4779726266860962,-0.12434179335832596,-1.3835184574127197,-0.429672509431839
