element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Al,0.36629265546798706,-0.0669340193271637,0.1607123613357544,0.10762679576873779,-0.4370943605899811,0.112480528652668,0.20290806889533997,-0.12218867242336273,0.22630760073661804,-0.29248449206352234,-0.11325983703136444,0.012611441314220428,0.6393542885780334,-0.01204623281955719,-0.6108384132385254,-0.002966784406453371,0.05677233636379242,-0.1994098424911499,-0.0883694440126419,-0.020288171246647835,-0.2233486771583557,0.05653446167707443,-0.14640042185783386,-0.05985616520047188,-0.1527126133441925,0.056083302944898605,-0.14097094535827637,0.11750787496566772,0.271552711725235,0.16447170078754425,0.008897610008716583,-0.5216373801231384,-0.19235001504421234,0.5611549615859985,-0.13034754991531372,0.3796588182449341,0.024699939414858818,-0.26970455050468445,0.02398255094885826,-0.7525131106376648,0.15173031389713287,0.05243159830570221,-0.15284836292266846,-0.13314098119735718,-0.48452046513557434,0.7246332764625549,-0.08931330591440201,0.23175650835037231,0.03299333155155182,-0.33992502093315125,-0.0385410338640213,-0.38479146361351013,0.3723331689834595,0.11870136857032776,-0.05231685936450958,0.14661936461925507,0.06485997885465622,0.19094973802566528,0.18596696853637695,-0.02712080627679825,0.36214736104011536,-0.10297909379005432,0.18479400873184204,0.2043209820985794,-0.486430287361145,0.37570905685424805,0.31050464510917664,-0.24049828946590424,-0.2719128727912903,-0.4866742491722107,0.07696618139743805,0.05082564428448677,-0.015231547877192497,0.02436170168220997,-0.22585129737854004,0.048654600977897644,0.30074605345726013,-0.2976796329021454,0.07988616824150085,0.8694775700569153,-0.023699816316366196,-0.3915630578994751,0.5259312987327576,0.7235449552536011,0.08391407877206802,-0.10608252882957458,0.7424918413162231,-0.3261868357658386,0.021540071815252304,-0.1632600873708725,-0.3351394534111023,-0.17697864770889282,0.09301859885454178,0.04244010150432587,0.3917880952358246,-0.10425309091806412,-0.02872307598590851,0.34350353479385376,0.2638976573944092,-0.14418092370033264
Si,0.1614832878112793,0.12410884350538254,0.10234452784061432,1.2367573976516724,-0.3795546889305115,0.4042884409427643,-0.5048765540122986,-0.11123335361480713,-0.24280282855033875,-0.22668339312076569,-0.3973183035850525,0.03627006709575653,0.17401893436908722,-0.012558110058307648,-0.16748395562171936,0.30034124851226807,-0.49617406725883484,-0.13578437268733978,-0.015998315066099167,-0.032279834151268005,-0.09963494539260864,-0.2015419602394104,-0.11166825890541077,0.089703768491745,0.585159420967102,0.32372286915779114,-0.06444958597421646,-0.07543258368968964,0.10102827847003937,-0.20296412706375122,1.1666226387023926,-0.22543872892856598,0.029610637575387955,0.22389237582683563,0.33710727095603943,0.12136605381965637,-0.15716102719306946,-0.5397248864173889,-0.1410568803548813,-0.46206799149513245,0.024634428322315216,-0.3314015865325928,-0.23920023441314697,0.4148525595664978,-0.7684605717658997,0.2514163851737976,-0.21515241265296936,0.14685426652431488,-0.10327665507793427,0.003905676770955324,-0.14979271590709686,-0.05906457453966141,0.3111162483692169,0.07303885370492935,-0.0697774663567543,0.4883385896682739,-0.09190016984939575,-0.19388270378112793,-0.0074433935806155205,0.6924669742584229,0.23727156221866608,-0.06453102082014084,-0.1238177940249443,0.058648958802223206,-0.33784911036491394,0.31671440601348877,-0.06849930435419083,-0.259802907705307,-0.16506871581077576,-0.3139485716819763,-0.06058049201965332,-0.08606162667274475,0.14759665727615356,-0.5084066987037659,-0.0003195926547050476,-0.2023819088935852,0.27082329988479614,0.0024777166545391083,0.14513680338859558,0.9522659778594971,0.19371622800827026,-0.05132441222667694,0.5042632818222046,0.590898334980011,-0.16995298862457275,0.19519157707691193,0.9666612148284912,-0.34829437732696533,0.43867090344429016,-0.3334604501724243,-0.15379178524017334,-0.028214382007718086,-0.3044285178184509,-0.1841672956943512,0.22249090671539307,-0.053065285086631775,-0.05583353340625763,-0.029489904642105103,0.10476821660995483,-0.13815902173519135
P,-0.25952672958374023,0.6329896450042725,0.11430364102125168,0.6327517032623291,0.15360501408576965,0.23469331860542297,-0.2407446950674057,-0.12338684499263763,-0.4414427876472473,-0.26680824160575867,-0.3356126546859741,-0.4280613660812378,0.8047946691513062,-0.48229557275772095,-0.5026692152023315,0.14051185548305511,-0.20481081306934357,0.3650605082511902,0.1264171451330185,-0.019816067069768906,-0.34212061762809753,-0.3031119108200073,0.024497076869010925,-0.4393588602542877,0.38957053422927856,0.4120190739631653,-0.08286479860544205,0.2176688015460968,-0.14511755108833313,0.18489983677864075,0.7557523846626282,-0.31725013256073,0.20839430391788483,0.0489078015089035,-0.2005033791065216,0.08830346167087555,-1.1088190078735352,0.10779713839292526,0.14731059968471527,-0.24770468473434448,-0.395206093788147,-0.6375609040260315,-0.7313882112503052,-0.09792012721300125,-0.26508644223213196,-0.011983603239059448,0.4833693206310272,-0.021812230348587036,0.006177961826324463,0.5816234946250916,-0.33825355768203735,0.2116927206516266,0.04564928635954857,0.1325274109840393,0.5106410384178162,0.08200697600841522,-0.2181711345911026,-0.5453230142593384,0.2798771262168884,0.26564982533454895,0.044477783143520355,-0.22194641828536987,-0.034050557762384415,0.07017029821872711,-0.305044025182724,-0.1081111952662468,-0.4743494391441345,-0.502647876739502,-0.3867509365081787,-0.36420249938964844,0.3714542090892792,0.03566480427980423,0.30022263526916504,0.28870493173599243,0.1905858814716339,-0.20485897362232208,-0.09072202444076538,0.05268977954983711,0.2513343095779419,0.22907179594039917,-0.19077104330062866,-0.2596757113933563,-0.7092598080635071,-0.27119311690330505,-0.030323205515742302,0.13280056416988373,0.32222113013267517,-0.13922901451587677,-0.17490409314632416,0.16894255578517914,-0.1911560595035553,0.472800076007843,-0.8920120000839233,-0.20734360814094543,0.10831385850906372,-0.3491166830062866,-0.1800711303949356,0.11133255064487457,0.35302236676216125,0.20423269271850586
S,0.11049787700176239,0.15375331044197083,0.10091058909893036,0.1520100235939026,-0.31073325872421265,0.13029317557811737,-0.0322929248213768,-0.019586773589253426,-0.579161524772644,-0.25208380818367004,0.09872068464756012,0.25895559787750244,0.5498023629188538,-0.12630142271518707,-0.28117603063583374,0.1692665070295334,-0.25356024503707886,-0.3047066926956177,0.1818092167377472,-0.1038205474615097,-0.09001048654317856,0.22265903651714325,0.1195160448551178,0.1285335123538971,0.05842931941151619,-0.3069770038127899,-0.07346970587968826,-0.026636723428964615,-0.3704896867275238,0.24079427123069763,0.6136094927787781,0.23769372701644897,0.19310662150382996,-0.2482164204120636,0.18299202620983124,-0.018696486949920654,-0.5614092946052551,0.4055270552635193,0.05289464443922043,-0.23641929030418396,0.08081082999706268,-0.1292322427034378,-0.10283586382865906,-0.20608901977539062,0.030019816011190414,-0.21330857276916504,0.49025529623031616,-0.3908255696296692,0.08202958106994629,-0.27128729224205017,0.20974934101104736,0.2803710103034973,0.1276705265045166,-0.19770686328411102,-0.14785423874855042,0.5754768252372742,-0.004471605643630028,-0.36601319909095764,0.020943209528923035,0.40050074458122253,-0.0531097948551178,-0.07284681499004364,0.3372651934623718,-0.054046887904405594,-0.11448393762111664,-0.046102374792099,-0.3024846911430359,0.6091827154159546,-0.1550796926021576,-0.30187109112739563,-0.0523931160569191,-0.13048547506332397,-0.010703746229410172,0.07289931923151016,-0.022665638476610184,0.049791134893894196,-0.16466815769672394,-0.1406116485595703,0.1112448126077652,-0.5055782198905945,-0.017372362315654755,0.25454220175743103,0.2723318636417389,0.10941838473081589,-0.3760436475276947,-0.07151763886213303,-0.09620407968759537,-0.2848972976207733,-0.20194080471992493,-0.11353793740272522,-0.22030109167099,0.31453296542167664,-0.4586433172225952,0.19136235117912292,0.21467652916908264,-0.15451934933662415,-0.02438339777290821,0.25021982192993164,0.12877948582172394,-0.26241248846054077
Cl,-0.10253091156482697,0.29931801557540894,0.05464950203895569,-0.01764681190252304,0.02000616118311882,-0.3245147466659546,-0.24645262956619263,0.010506976395845413,-0.5039818286895752,-0.056788068264722824,0.33017879724502563,0.11848568916320801,0.39288753271102905,-0.14200615882873535,-0.1269225925207138,0.039354078471660614,0.45444703102111816,-0.02361398935317993,-0.1957302838563919,0.03360942751169205,0.09360077977180481,0.05554753541946411,0.1894628256559372,0.28431326150894165,-0.15172550082206726,-0.16242173314094543,-0.1055060401558876,-0.19820362329483032,-0.5373426079750061,0.17507372796535492,-0.31652724742889404,0.03847800940275192,0.15075312554836273,0.22544461488723755,0.18462246656417847,0.3018149137496948,-0.46138134598731995,-0.06372743844985962,0.35402125120162964,0.07868370413780212,-0.17063522338867188,0.5190682411193848,-0.6396468877792358,0.3243637979030609,0.2666615843772888,-0.32830166816711426,0.6547055244445801,-0.37130042910575867,-0.3113865256309509,-0.06824824213981628,0.6980637907981873,-0.3325296938419342,-0.12470819056034088,0.3224824368953705,-0.20714953541755676,0.02440604567527771,0.10018473118543625,-0.06724558770656586,-0.23926229774951935,0.3438756465911865,0.2762293517589569,-0.07558004558086395,0.3418518900871277,0.07809892296791077,0.31474655866622925,-0.1026410460472107,-0.10438448935747147,0.3316137194633484,-0.0719875618815422,0.1778402179479599,-0.12211252748966217,0.07605533301830292,-0.040762703865766525,0.08405419439077377,-0.023359399288892746,0.19498896598815918,-0.3404408395290375,-0.045365314930677414,-0.06636471301317215,-0.303468257188797,-0.04669693112373352,0.28114253282546997,0.018340522423386574,0.09796203672885895,-0.3340928554534912,0.23543646931648254,0.01822131872177124,0.1266678124666214,0.09781430661678314,-0.20792679488658905,0.20107029378414154,-0.08301497250795364,-0.22491301596164703,-0.4007394313812256,0.03110138513147831,0.04576611891388893,0.27003803849220276,0.06588609516620636,-0.043309226632118225,-0.11327571421861649
K,-0.4296077489852905,-0.5017828941345215,0.004069656133651733,0.14129430055618286,-0.1687893271446228,0.19522476196289062,0.45398464798927307,0.07513773441314697,-0.323896586894989,1.0426663160324097,0.08680449426174164,-0.21614374220371246,0.17874354124069214,-0.0771176889538765,0.14845654368400574,0.3783833384513855,-0.021646659821271896,0.30958759784698486,0.47447943687438965,-0.08014816790819168,0.4843665063381195,0.20394927263259888,-0.17713269591331482,0.16559350490570068,0.45657241344451904,0.3651794493198395,-0.09282554686069489,0.2806703746318817,0.1776425987482071,0.22048981487751007,-0.15415611863136292,0.1802668422460556,0.3448895812034607,-0.6858385801315308,-0.32334104180336,-0.7766768932342529,-0.1951824575662613,0.26046833395957947,-0.3754423260688782,0.10860171914100647,0.5221229195594788,-0.29152724146842957,-0.22598028182983398,-0.12732619047164917,0.09983044862747192,-0.10754276812076569,0.14567336440086365,0.9464141130447388,0.5564208626747131,-0.10467560589313507,0.14257022738456726,0.2442842274904251,-1.5384937524795532,-0.28336724638938904,-0.26244056224823,-0.16394290328025818,0.020174115896224976,0.04123537987470627,0.18995194137096405,-0.4391166865825653,-0.021715542301535606,-0.22628192603588104,-0.7973178029060364,-0.44163748621940613,0.0039031864143908024,-0.05950961261987686,-0.06689321249723434,-0.3046181797981262,-0.2205946296453476,0.10669690370559692,0.3322431147098541,0.1384502649307251,-0.5311539173126221,0.008516890928149223,-0.5816395282745361,-0.04907361418008804,0.04635239392518997,-0.17369189858436584,-0.5493447184562683,0.035996489226818085,-0.4167342782020569,0.0071578249335289,-0.3944745361804962,-1.227005124092102,0.36199334263801575,0.1435503512620926,-0.3722725510597229,-0.4233638048171997,0.5839428305625916,0.004537501838058233,-0.06651373207569122,0.34167107939720154,0.4572621285915375,-0.35248804092407227,0.025833338499069214,0.3033020794391632,-0.0066459085792303085,-0.09687667340040207,-0.25310707092285156,0.29280656576156616
Ca,-0.43327653408050537,-0.30461761355400085,0.09903386980295181,0.0018571466207504272,-0.3036635220050812,0.6070501208305359,-0.012524712830781937,0.1260841190814972,0.040499161928892136,0.622424840927124,-0.35433536767959595,0.6685440540313721,-0.2305038720369339,0.3132242262363434,-0.4348776638507843,0.24872973561286926,0.4180867075920105,0.23629315197467804,0.03890642523765564,1.0475057363510132,0.8175158500671387,0.4628108739852905,-0.4419979453086853,-0.36509183049201965,0.3219223916530609,0.436981737613678,-0.056660205125808716,0.09252798557281494,-0.23393654823303223,-0.596765398979187,-0.1615947186946869,0.3860265612602234,0.2513645887374878,-0.7333589792251587,-0.027450457215309143,0.24458587169647217,-0.8425612449645996,0.31656354665756226,-0.1653372347354889,-0.3414732813835144,-0.13722741603851318,-0.05793358385562897,-0.33782097697257996,-0.38910114765167236,-0.18565961718559265,0.005582964047789574,0.2750532329082489,0.35851192474365234,0.1691431999206543,-0.13025283813476562,-0.8138576745986938,0.20574824512004852,-0.7609243988990784,-0.8919498920440674,0.31121426820755005,0.2760172188282013,-0.03637228161096573,0.008440518751740456,0.10817745327949524,-0.10985024273395538,0.18308453261852264,0.0328792966902256,-0.4275354743003845,0.02380955219268799,0.1207871213555336,-0.16974353790283203,0.05153581500053406,-0.7816025018692017,-0.11925104260444641,-0.4779215157032013,0.2956477999687195,-0.11447214335203171,-0.39269590377807617,0.28303372859954834,0.1558123230934143,0.028583787381649017,0.7996779084205627,-0.31674689054489136,-0.17133262753486633,-0.36609452962875366,-0.5318265557289124,-0.2002279907464981,0.009418517351150513,-0.2710006535053253,0.8775453567504883,-0.4097031056880951,-0.5161663293838501,-0.00761435367166996,0.027438059449195862,-0.4543815553188324,-0.40380436182022095,0.08918961882591248,0.8082247376441956,0.03571414202451706,-0.05968756228685379,0.31654128432273865,-0.045213595032691956,-0.421232134103775,0.07175081968307495,-0.4889968931674957
Sc,-0.2304414063692093,-0.3097817897796631,-0.21366560459136963,0.32492339611053467,-0.044730477035045624,-0.19953060150146484,-0.44374510645866394,-0.02651035413146019,0.6394533514976501,0.346564382314682,-0.21475878357887268,0.18564191460609436,-0.042351532727479935,-0.1880737841129303,-0.35963743925094604,-0.061397429555654526,-0.4748305082321167,-0.6626781225204468,0.04548736289143562,0.08077538013458252,0.22488896548748016,-0.009608764201402664,0.3734625577926636,-0.6188936233520508,0.4095894396305084,0.4166527986526489,-0.0259905643761158,-0.45251545310020447,-0.42169803380966187,-0.10618259012699127,0.0756281167268753,0.05192706733942032,0.6246305108070374,0.0060392096638679504,-0.6502305269241333,-0.6401477456092834,-0.1349351704120636,0.3587220311164856,0.04982353001832962,0.404567688703537,-0.4843149483203888,0.08159416913986206,0.16983219981193542,0.3934057354927063,-0.09473162889480591,0.5832614898681641,-0.6544647216796875,-0.39346200227737427,0.16207583248615265,-0.11057238280773163,-0.4604504704475403,0.5479999780654907,-0.036288533359766006,-0.6019473075866699,0.642519474029541,0.049729641526937485,0.05716217681765556,-0.008210115134716034,0.3420152962207794,-0.14373625814914703,0.11575481295585632,0.12166889756917953,-0.545367956161499,-0.2732967138290405,-0.46807700395584106,0.02934393659234047,0.27432045340538025,-0.4218694269657135,0.249414324760437,-0.046503569930791855,-0.9535107612609863,0.17636516690254211,-0.3224782943725586,0.6412189602851868,-0.049137555062770844,-0.04636517912149429,0.44866469502449036,0.33050933480262756,0.3278549611568451,0.12837405502796173,0.17385798692703247,0.10503258556127548,-0.4329527020454407,-0.2729066014289856,0.8338108062744141,0.23131678998470306,0.03641432523727417,-0.25624510645866394,-0.0015756379580125213,0.37608152627944946,-0.004928616341203451,-0.46904832124710083,0.4377654790878296,-0.32301250100135803,-0.058427050709724426,0.4989045262336731,-0.4159141480922699,-0.6785120964050293,0.09513859450817108,-0.14823487401008606
Ti,-0.38015490770339966,0.4057861864566803,0.331697940826416,-0.5237659215927124,-0.43196532130241394,0.09119072556495667,-0.3110164999961853,-0.16188298165798187,-0.28861114382743835,0.1292199343442917,-0.4298877716064453,-0.5426735877990723,0.11775413155555725,-0.2583977282047272,-0.9269771575927734,0.3793002963066101,-0.3858168125152588,-0.17938232421875,0.43836459517478943,0.23359842598438263,-0.0009569288231432438,0.5690284967422485,-0.09449935704469681,0.08026523888111115,0.16864800453186035,0.014993518590927124,-0.16693513095378876,0.037517938762903214,0.04427843540906906,-0.17768579721450806,0.29620349407196045,-0.2557426393032074,-0.009725496172904968,0.015317488461732864,-0.5403362512588501,-0.034111082553863525,0.344677209854126,0.7482381463050842,-0.29562753438949585,-0.37588265538215637,-0.7927610874176025,-0.026088163256645203,0.2300305813550949,0.15059271454811096,-0.4329237937927246,0.5189428329467773,-0.18451392650604248,0.030463844537734985,0.43262940645217896,-0.43136683106422424,-0.022327184677124023,0.4116402566432953,-0.16879016160964966,-0.442857027053833,0.5528616905212402,0.053024549037218094,0.20257164537906647,0.22231405973434448,0.567192792892456,-0.30427637696266174,0.4419231414794922,-0.0018333271145820618,-0.7074376344680786,-0.21133668720722198,-0.41476142406463623,0.31924182176589966,-0.22990144789218903,-0.6013649106025696,-0.07847346365451813,0.12223030626773834,-0.33948880434036255,-0.2488711178302765,-0.27228373289108276,-0.16905635595321655,-0.24156096577644348,-0.5972433090209961,0.14911755919456482,-0.1928754299879074,0.23154310882091522,0.30159085988998413,-0.286563515663147,-0.22272932529449463,-0.12112613767385483,-0.8754310011863708,0.4818837344646454,0.4074687063694,-0.16118448972702026,0.0009694769978523254,0.2886766493320465,0.3902003765106201,-0.004486270248889923,-0.6016660928726196,0.1512225717306137,0.15065808594226837,0.41177138686180115,0.5573139190673828,0.4756488800048828,-0.20936504006385803,0.7224027514457703,-0.34501129388809204
V,-0.3670497536659241,0.309411883354187,0.4529533088207245,-0.22066491842269897,-0.7864996194839478,0.4376107156276703,-0.47156059741973877,-0.9160337448120117,0.783176064491272,0.25849437713623047,0.265997976064682,-0.5865083336830139,0.372224897146225,-0.47190558910369873,-0.440670371055603,0.2952280044555664,-0.6359010338783264,-0.08785556256771088,0.19277510046958923,-0.3792211711406708,-0.04528777301311493,0.43396931886672974,0.2738007605075836,0.21558743715286255,0.3727497160434723,0.35576486587524414,-0.12387090176343918,0.18772685527801514,-0.14940997958183289,0.0404033362865448,0.15591740608215332,0.2495822161436081,0.4972754716873169,-0.2565057575702667,-0.6262078881263733,-0.3182058334350586,0.17912912368774414,0.571936845779419,-0.2951471209526062,0.05937353894114494,-0.33571672439575195,0.09499640017747879,-0.0685344710946083,-0.14935699105262756,-1.1853861808776855,-0.14949677884578705,0.06083240360021591,0.6313602924346924,0.7461450099945068,-0.16760776937007904,-0.44139382243156433,-0.35751694440841675,-0.3575160503387451,-0.27907902002334595,0.004901867359876633,0.435895174741745,-0.2269170582294464,0.042970772832632065,-0.0838819369673729,-0.27044597268104553,0.7695040702819824,-0.5019257664680481,-0.7501423358917236,0.15073011815547943,-0.15866580605506897,0.2170642912387848,-0.21352684497833252,-0.40803444385528564,-0.33368155360221863,0.12385968863964081,0.18113592267036438,-0.12131238728761673,0.010556578636169434,0.3744104504585266,-0.12596991658210754,-0.26589637994766235,0.411050021648407,0.0011272430419921875,0.626885712146759,0.5321553945541382,0.023236215114593506,-0.3541220426559448,0.17425590753555298,-0.41919878125190735,-0.43702685832977295,0.44673994183540344,-0.6559743881225586,-0.5096186995506287,0.019373532384634018,0.592746376991272,-0.0723322406411171,-0.5983613133430481,0.8494303226470947,-0.030753865838050842,0.4502962827682495,0.4055540859699249,0.3233366012573242,-0.060399461537599564,0.8070087432861328,-0.04410405829548836
Cr,-0.4364735782146454,0.48151397705078125,0.3647487461566925,-0.312497079372406,-0.7971552610397339,0.1998618096113205,-0.48091769218444824,-0.32398414611816406,0.461154967546463,0.24573838710784912,0.2535248100757599,-0.578197717666626,0.2645415663719177,-0.2647361755371094,-0.637366533279419,0.04715646430850029,-0.2318473756313324,-0.03576872497797012,0.31637638807296753,0.002533048391342163,-0.2573990523815155,0.36380672454833984,0.06708724796772003,0.2533625662326813,0.2568840980529785,0.5217342972755432,-0.052518486976623535,0.4727049469947815,0.25756609439849854,-0.0015872977674007416,0.19081242382526398,-0.49720731377601624,0.16449886560440063,-0.27645131945610046,-0.848559558391571,-0.10923285037279129,0.5185496211051941,-0.05907401442527771,-0.5020361542701721,-0.1660790741443634,-0.6910799741744995,0.003436190076172352,0.3140426576137543,-0.0371137410402298,-0.8570746183395386,-0.06830129772424698,0.178030863404274,0.5991135239601135,0.7295025587081909,0.7322357892990112,-0.4677252471446991,-0.5219200849533081,-0.153465136885643,-0.42461028695106506,0.0833357572555542,0.2678649425506592,-0.019402913749217987,-0.14755171537399292,0.2230217307806015,-0.44596177339553833,0.4766705632209778,-0.12299865484237671,-0.5355836749076843,0.4807254374027252,0.05991610512137413,0.09503555297851562,-0.143881693482399,0.29835045337677,-0.3186008930206299,0.09179113060235977,0.5819243788719177,-0.16645704209804535,-0.10052734613418579,0.023877497762441635,-0.24874712526798248,-0.5070112347602844,0.29667916893959045,-0.18287153542041779,0.03154768794775009,0.5361807346343994,0.7658933401107788,-0.2755312919616699,0.7894951105117798,-0.4939996898174286,-0.09270919114351273,0.46553874015808105,-0.3427038788795471,-0.3409082293510437,0.2821500301361084,0.13657845556735992,0.11051181703805923,-0.1852031648159027,0.7090049982070923,0.36204323172569275,0.22121180593967438,0.39669543504714966,0.058695390820503235,-0.38322773575782776,0.5206271409988403,-0.11205962300300598
Mn,-0.10467743873596191,0.03734385967254639,0.1813068836927414,-0.04745412990450859,-0.317929208278656,-0.1753568947315216,-0.7542367577552795,0.20145294070243835,0.0038270652294158936,0.17632809281349182,-0.3119185268878937,0.05525796115398407,-0.1999797224998474,-0.20636555552482605,-0.03677462041378021,0.47455257177352905,-0.07382848858833313,-0.20776641368865967,0.4102141857147217,0.06578920781612396,0.22922423481941223,0.6328927874565125,-0.18815097212791443,0.11235543340444565,0.8009586334228516,0.17319798469543457,-0.048821836709976196,0.5173022747039795,0.09271955490112305,-0.41252079606056213,0.11388923972845078,-0.008842498064041138,0.08341048657894135,0.07836933434009552,-0.6915619373321533,0.142907977104187,0.3611166775226593,-0.16888082027435303,-0.16662117838859558,-0.1652827262878418,-0.35210365056991577,-0.1270572990179062,0.21671612560749054,-0.4294451177120209,-0.1446944624185562,0.30355414748191833,0.22634494304656982,0.18219535052776337,0.6204189658164978,0.5103965401649475,-0.28871604800224304,-0.2312450110912323,-0.11340266466140747,0.21465778350830078,-0.06686891615390778,0.6535094380378723,-0.116255022585392,-0.18975001573562622,-0.08084893971681595,-0.2717871069908142,0.09241856634616852,-0.016605619341135025,-0.48975130915641785,-0.23916029930114746,-0.09383910894393921,0.36663398146629333,0.24465762078762054,-0.33814293146133423,-0.06833945959806442,-0.18174611032009125,0.6062816381454468,-0.014513528905808926,-0.1268453150987625,-0.05212944373488426,-0.38262051343917847,-0.3698427379131317,0.38423556089401245,-0.12109087407588959,0.2622229754924774,0.4489486813545227,-0.26806578040122986,-0.22685065865516663,0.04898889362812042,0.27506518363952637,-0.05726248770952225,0.16450631618499756,-0.13088864088058472,-0.2764090299606323,-0.1502995789051056,0.6372420191764832,-0.13472875952720642,-0.29401683807373047,0.0002692118287086487,-0.04085417091846466,0.334689199924469,0.15665921568870544,0.18903133273124695,-0.09403196722269058,0.7403335571289062,-0.46693548560142517
Fe,0.1451425552368164,-0.22792866826057434,0.045518726110458374,0.03875049948692322,-0.2969786822795868,-0.08854612708091736,-0.705870509147644,-0.08782497048377991,0.2937249541282654,0.0846794918179512,0.11145901679992676,-0.4238429069519043,0.09439122676849365,-0.0722980722784996,0.025628194212913513,-0.18710064888000488,-0.2974851727485657,-0.08640414476394653,0.4035051465034485,-0.06265690177679062,-0.356913685798645,0.1838447004556656,0.34454452991485596,0.4858756959438324,0.41143178939819336,0.48056307435035706,-0.048072390258312225,0.17487306892871857,0.15710486471652985,-0.490207314491272,-0.17709803581237793,-0.29328012466430664,-0.027311448007822037,-0.09550817310810089,-0.4105713367462158,-0.4226152300834656,0.44055142998695374,0.3196643590927124,-0.07602107524871826,-0.1243598461151123,0.3861163258552551,-0.32060906291007996,0.03424624353647232,-0.03675096482038498,0.11962911486625671,0.4785109758377075,0.39702874422073364,-0.36729830503463745,0.1889592856168747,0.7984693050384521,-0.14999759197235107,-0.06112707033753395,0.1237647533416748,-0.2832200229167938,0.42349615693092346,0.2583206295967102,-0.20919153094291687,-0.23635871708393097,-0.1367695927619934,-0.4266422986984253,0.6739672422409058,-0.07641948759555817,0.19985312223434448,-0.21778494119644165,-0.3357994854450226,0.22945448756217957,-0.18337386846542358,0.1966491937637329,-0.12381434440612793,0.05611804872751236,0.14975963532924652,0.09701449424028397,-0.10351722687482834,0.1221172958612442,-0.5832686424255371,-0.09812122583389282,0.7066218852996826,-0.05881432443857193,0.17694035172462463,1.009217381477356,-0.2314276546239853,-0.018631458282470703,0.6735056638717651,-0.01735648326575756,-0.24758820235729218,0.10476607084274292,-0.08222370594739914,-1.4463326930999756,-0.634249210357666,0.4692137837409973,-0.02850830927491188,0.0762321874499321,-0.299885630607605,0.14028316736221313,0.04552454873919487,-0.021652506664395332,0.3977106511592865,0.2678067684173584,0.660946249961853,-0.3089951276779175
Co,0.45137420296669006,-0.22337807714939117,0.09678778797388077,-0.2068544626235962,-0.026586351916193962,-0.12626974284648895,-0.4525834023952484,0.008704934269189835,-0.17943167686462402,-0.042047202587127686,-0.12744002044200897,-0.27341413497924805,0.020944518968462944,0.12636211514472961,0.6540886163711548,0.10410694777965546,-0.11822520196437836,-0.24240054190158844,0.2175787389278412,-0.43508949875831604,-0.41890835762023926,0.17068012058734894,0.28009936213493347,0.3699631094932556,0.02551025152206421,0.11674602329730988,-0.0689910501241684,0.10467404127120972,-0.05858098343014717,-0.4709624648094177,0.26168763637542725,-0.3584807515144348,0.09216515719890594,-0.37851545214653015,-0.2880632281303406,-0.22357599437236786,0.23624742031097412,0.22472941875457764,-0.05906793102622032,0.20200057327747345,-0.05642024800181389,0.24932469427585602,0.05335892736911774,-0.5824557542800903,0.46580708026885986,0.6907861828804016,-0.1492130309343338,-0.22644443809986115,0.4980679154396057,0.3517990708351135,-0.57973712682724,-0.14440524578094482,0.31129229068756104,-0.11644790321588516,0.03573670610785484,1.0092077255249023,-0.09604741632938385,-0.12154653668403625,0.09181319922208786,0.3156850337982178,0.40620583295822144,-0.2083224505186081,-0.18428418040275574,0.16506972908973694,-0.056959833949804306,0.15942834317684174,-0.10259726643562317,0.0572940930724144,-0.20217695832252502,0.046001266688108444,0.272597074508667,0.36687907576560974,-0.3459244966506958,0.04535742104053497,-0.32867348194122314,-0.049267981201410294,0.3044509291648865,-0.08588042855262756,0.1982608139514923,1.000385046005249,0.051964592188596725,-0.18275116384029388,0.6486945152282715,-0.023713719099760056,0.08397223055362701,0.24689947068691254,-0.632087767124176,-0.8721575736999512,-0.5484159588813782,0.7118844389915466,0.1984863132238388,0.4657587707042694,-0.2119879424571991,0.09085093438625336,-0.112053781747818,-0.1299840807914734,0.5177075266838074,0.13648946583271027,0.6888335347175598,-0.04981441795825958
