epoch,fold,loss,mae,repeat,val_loss,val_mae
0,1,0.9989402890205383,0.9549914002418518,1,0.8105111718177795,0.7727283835411072
1,1,0.7674949169158936,0.7317960858345032,1,0.7252535820007324,0.6912906765937805
2,1,0.695854663848877,0.6631932258605957,1,0.7093870639801025,0.6779136657714844
3,1,0.6496135592460632,0.6190918684005737,1,0.626870334148407,0.5972414016723633
4,1,0.6083022356033325,0.5793827772140503,1,0.636179506778717,0.6079092025756836
5,1,0.5815120339393616,0.5537717342376709,1,0.59871906042099,0.571458637714386
6,1,0.5509204864501953,0.5240365266799927,1,0.5820753574371338,0.5555415153503418
7,1,0.5336859226226807,0.5074374675750732,1,0.587518036365509,0.5615350604057312
8,1,0.515285313129425,0.489479124546051,1,0.5478373169898987,0.522190511226654
9,1,0.5000978112220764,0.47456634044647217,1,0.5397891998291016,0.5143513083457947
10,1,0.480072945356369,0.4547322690486908,1,0.5433382391929626,0.5180623531341553
11,1,0.4671638607978821,0.4419284462928772,1,0.535000741481781,0.5098028779029846
12,1,0.45541661977767944,0.43022435903549194,1,0.5488564372062683,0.523669958114624
13,1,0.44423386454582214,0.4190232753753662,1,0.5117855668067932,0.48655933141708374
14,1,0.4339239299297333,0.40866798162460327,1,0.5231391787528992,0.4978475272655487
15,1,0.42289644479751587,0.3975664973258972,1,0.5093409419059753,0.4839712977409363
16,1,0.4129801094532013,0.38755086064338684,1,0.5126776695251465,0.48720109462738037
17,1,0.4023239016532898,0.37679120898246765,1,0.5084829926490784,0.48287856578826904
18,1,0.39998140931129456,0.3742813467979431,1,0.5165396928787231,0.4907543957233429
19,1,0.3878774046897888,0.3619968593120575,1,0.5126417279243469,0.48666897416114807
20,1,0.3823942244052887,0.35632428526878357,1,0.4918256103992462,0.4656699299812317
21,1,0.3698136806488037,0.3435783386230469,1,0.5088202357292175,0.4825054705142975
22,1,0.3661576211452484,0.3397504985332489,1,0.502314031124115,0.475809246301651
23,1,0.3605101406574249,0.33389726281166077,1,0.4926956295967102,0.4659945070743561
24,1,0.35432934761047363,0.32753506302833557,1,0.49582546949386597,0.46893563866615295
25,1,0.3466506898403168,0.31966525316238403,1,0.48775550723075867,0.4606572091579437
26,1,0.34140774607658386,0.31421393156051636,1,0.5176562666893005,0.4903374910354614
27,1,0.33954745531082153,0.31212684512138367,1,0.4874849021434784,0.45995667576789856
28,1,0.33478429913520813,0.307150661945343,1,0.5090489387512207,0.48129791021347046
29,1,0.326103150844574,0.29824477434158325,1,0.4916597604751587,0.46370014548301697
30,1,0.3217886984348297,0.2937113642692566,1,0.49863937497138977,0.47044840455055237
31,1,0.32008877396583557,0.29179123044013977,1,0.4940127730369568,0.46559375524520874
32,1,0.31573885679244995,0.28723275661468506,1,0.4977171719074249,0.4690873622894287
33,1,0.3149140179157257,0.2861690819263458,1,0.4783545136451721,0.44948017597198486
34,1,0.30972376465797424,0.2807491421699524,1,0.4805842339992523,0.45149126648902893
35,1,0.3017420172691345,0.2725384831428528,1,0.4891921281814575,0.45988696813583374
36,1,0.30136892199516296,0.27194127440452576,1,0.4916483461856842,0.46209681034088135
37,1,0.30059462785720825,0.27093425393104553,1,0.4793645441532135,0.4495866894721985
38,1,0.29873794317245483,0.2688516080379486,1,0.49843424558639526,0.4684202969074249
39,1,0.29111146926879883,0.2610040009021759,1,0.4769842028617859,0.44677603244781494
40,1,0.28771543502807617,0.25739434361457825,1,0.48076388239860535,0.4503418207168579
41,1,0.28563904762268066,0.2550935745239258,1,0.4769185483455658,0.4462682902812958
42,1,0.2808137536048889,0.2500658631324768,1,0.47918617725372314,0.4483363926410675
43,1,0.27863624691963196,0.24768008291721344,1,0.47197163105010986,0.4409184455871582
