epoch,auc,fold,loss,repeat,val_auc,val_loss
0,0.8939363956451416,1,0.45374688506126404,1,0.9524948596954346,0.3220618665218353
1,0.9533316493034363,1,0.314944863319397,1,0.9613224864006042,0.2897007167339325
2,0.9662873148918152,1,0.27230775356292725,1,0.9685805439949036,0.2703341841697693
3,0.9724268317222595,1,0.24799060821533203,1,0.9683151841163635,0.2953057289123535
4,0.9776155352592468,1,0.22429578006267548,1,0.9742021560668945,0.23990581929683685
5,0.979637086391449,1,0.2141619175672531,1,0.9712231159210205,0.28114643692970276
6,0.9828715920448303,1,0.19724221527576447,1,0.9721529483795166,0.24998295307159424
7,0.9848974943161011,1,0.1868031620979309,1,0.9765166640281677,0.22634585201740265
8,0.9864459037780762,1,0.17735528945922852,1,0.9732130765914917,0.23896008729934692
9,0.9879252910614014,1,0.16847148537635803,1,0.975904107093811,0.2363823652267456
10,0.9890853762626648,1,0.16063755750656128,1,0.9718228578567505,0.2655830979347229
11,0.9904950857162476,1,0.15156911313533783,1,0.9732478857040405,0.2465170919895172
12,0.9912582039833069,1,0.1461755931377411,1,0.9714930653572083,0.2700280249118805
13,0.9921779632568359,1,0.1390107125043869,1,0.9734598994255066,0.2675018906593323
14,0.9931553602218628,1,0.1320849508047104,1,0.970687210559845,0.29790911078453064
15,0.9936650991439819,1,0.12744225561618805,1,0.9694845080375671,0.29888296127319336
16,0.9936392903327942,1,0.12653981149196625,1,0.9692097902297974,0.2883719503879547
17,0.9946480393409729,1,0.11876386404037476,1,0.9717698097229004,0.28210654854774475
18,0.9948359727859497,1,0.1167503222823143,1,0.9722974300384521,0.26958510279655457
19,0.9951215386390686,1,0.11345365643501282,1,0.9697626233100891,0.27802497148513794
20,0.9954842329025269,1,0.11131911724805832,1,0.9708349108695984,0.2861805260181427
21,0.996078610420227,1,0.1044740304350853,1,0.9673635363578796,0.30346396565437317
22,0.9960146546363831,1,0.10461065173149109,1,0.9659141302108765,0.31770434975624084
23,0.9962063431739807,1,0.10237943381071091,1,0.9694042205810547,0.30302193760871887
24,0.996625542640686,1,0.0984296053647995,1,0.9647237062454224,0.35022231936454773
25,0.9967701435089111,1,0.09684164077043533,1,0.9647046327590942,0.36602580547332764
26,0.9968957304954529,1,0.09502722322940826,1,0.9656009674072266,0.33625760674476624
27,0.997058093547821,1,0.09270743280649185,1,0.9690439701080322,0.30884116888046265
28,0.9973249435424805,1,0.08964531868696213,1,0.967714786529541,0.32019710540771484
29,0.9975103139877319,1,0.08818283677101135,1,0.9671288728713989,0.3184228241443634
30,0.9975276589393616,1,0.08699610829353333,1,0.9665225148200989,0.3370002508163452
31,0.9975035786628723,1,0.08629245311021805,1,0.9670450091362,0.32815107703208923
32,0.9977332353591919,1,0.08367468416690826,1,0.9682351350784302,0.3053259253501892
33,0.9978246688842773,1,0.08210931718349457,1,0.9649447202682495,0.35294651985168457
34,0.9979802966117859,1,0.0797300636768341,1,0.966741144657135,0.33377325534820557
35,0.9979550242424011,1,0.0793970376253128,1,0.9650865197181702,0.3478090465068817
36,0.9980185627937317,1,0.07945959270000458,1,0.9616020917892456,0.3828177750110626
37,0.9981328248977661,1,0.07690808922052383,1,0.9686256051063538,0.3274711072444916
38,0.9980953931808472,1,0.07669930160045624,1,0.9695084095001221,0.2929299473762512
39,0.998261034488678,1,0.07398708909749985,1,0.9607849717140198,0.39001333713531494
40,0.9981803894042969,1,0.07611088454723358,1,0.9640185832977295,0.36659127473831177
41,0.9982242584228516,1,0.07366353273391724,1,0.963143527507782,0.3835669755935669
42,0.9984015226364136,1,0.0721912533044815,1,0.9632101655006409,0.39126309752464294
43,0.9984708428382874,1,0.07141105830669403,1,0.9690024256706238,0.29102689027786255
44,0.9983373284339905,1,0.07293175905942917,1,0.9599702954292297,0.3853392004966736
45,0.99840247631073,1,0.07026167958974838,1,0.967647135257721,0.3146403133869171
46,0.9985092878341675,1,0.07077281922101974,1,0.9663237929344177,0.3457483947277069
47,0.9986394643783569,1,0.06698916852474213,1,0.9658025503158569,0.32811304926872253
48,0.9985669255256653,1,0.0686534196138382,1,0.9641159176826477,0.3674584925174713
49,0.9986550807952881,1,0.0665007010102272,1,0.9621437191963196,0.38871923089027405
50,0.9986402988433838,1,0.06561576575040817,1,0.9613317251205444,0.3527294099330902
51,0.9986788034439087,1,0.06757447868585587,1,0.9629352688789368,0.32983291149139404
52,0.9987055659294128,1,0.06552106887102127,1,0.9658929109573364,0.33344441652297974
53,0.9988174438476562,1,0.06401605159044266,1,0.9658586978912354,0.34921693801879883
54,0.9987935423851013,1,0.06488116830587387,1,0.9638735055923462,0.3336583077907562
55,0.9987376928329468,1,0.06390638649463654,1,0.9658083319664001,0.3320682644844055
56,0.9988439083099365,1,0.06346404552459717,1,0.9622610211372375,0.3742915987968445
57,0.9988493919372559,1,0.06281336396932602,1,0.9582895636558533,0.41882991790771484
58,0.9987850785255432,1,0.06184079870581627,1,0.9640860557556152,0.35313355922698975
59,0.9988003969192505,1,0.06168359890580177,1,0.9645479917526245,0.356017142534256
60,0.9988733530044556,1,0.060127194970846176,1,0.9611132144927979,0.38408100605010986
61,0.9989468455314636,1,0.06159083545207977,1,0.9611865282058716,0.36284831166267395
62,0.9988593459129333,1,0.06017608940601349,1,0.9596182703971863,0.4004065990447998
63,0.9990400075912476,1,0.059064529836177826,1,0.9641126990318298,0.37027645111083984
64,0.9989238977432251,1,0.06027579680085182,1,0.9627327919006348,0.37012559175491333
65,0.9989767670631409,1,0.05808926001191139,1,0.9626237154006958,0.3806089460849762
66,0.9990089535713196,1,0.05798026919364929,1,0.9596617817878723,0.42618417739868164
67,0.9991781115531921,1,0.05665089935064316,1,0.9601528644561768,0.409854918718338
68,0.9990537166595459,1,0.05740596726536751,1,0.9593384265899658,0.41647040843963623
69,0.9990241527557373,1,0.058286771178245544,1,0.9620412588119507,0.3665054738521576
70,0.9991443157196045,1,0.05537387728691101,1,0.9630537033081055,0.3863747715950012
71,0.9990240931510925,1,0.056393738836050034,1,0.9617830514907837,0.3896494507789612
72,0.9991247057914734,1,0.05645250901579857,1,0.9679384231567383,0.3242035508155823
73,0.9991163015365601,1,0.055149566382169724,1,0.9602828025817871,0.39322638511657715
74,0.9991487860679626,1,0.055379558354616165,1,0.9607799053192139,0.4098037779331207
75,0.9991707801818848,1,0.05586821585893631,1,0.9613837003707886,0.38817957043647766
76,0.9992760419845581,1,0.053851280361413956,1,0.9628809690475464,0.36839210987091064
77,0.9991397857666016,1,0.053060196340084076,1,0.962829053401947,0.37264710664749146
78,0.9991560578346252,1,0.054977498948574066,1,0.9584163427352905,0.426937997341156
79,0.9991485476493835,1,0.05421951413154602,1,0.9608698487281799,0.41502583026885986
80,0.9991584420204163,1,0.052982885390520096,1,0.9633036255836487,0.37754496932029724
81,0.9991928935050964,1,0.05363745614886284,1,0.9598399996757507,0.40438923239707947
82,0.9993089437484741,1,0.05229383707046509,1,0.962214469909668,0.39614537358283997
83,0.999291718006134,1,0.051161572337150574,1,0.9563581347465515,0.41709038615226746
84,0.9991726279258728,1,0.0518835224211216,1,0.9629772305488586,0.35109272599220276
85,0.9992247223854065,1,0.054124459624290466,1,0.962205708026886,0.3600015640258789
86,0.9992077350616455,1,0.0514867790043354,1,0.9601683020591736,0.4148975610733032
87,0.9991545677185059,1,0.051334016025066376,1,0.9611353874206543,0.38590461015701294
88,0.9992964863777161,1,0.05139639228582382,1,0.9614852666854858,0.372792512178421
89,0.9992752075195312,1,0.05105452612042427,1,0.9598650336265564,0.40087375044822693
90,0.999314546585083,1,0.050181567668914795,1,0.9572442173957825,0.42169588804244995
91,0.9992261528968811,1,0.05001348257064819,1,0.959958016872406,0.3699374496936798
92,0.9992274641990662,1,0.05004888400435448,1,0.9613890051841736,0.35762345790863037
93,0.9991927146911621,1,0.04928665608167648,1,0.9575885534286499,0.42119890451431274
94,0.9992163777351379,1,0.04952641949057579,1,0.9571372270584106,0.39471015334129333
95,0.9992706775665283,1,0.049422964453697205,1,0.9561191201210022,0.43107694387435913
96,0.9993529319763184,1,0.046473681926727295,1,0.955787718296051,0.47023600339889526
97,0.9991710782051086,1,0.04957195371389389,1,0.959343671798706,0.417044460773468
98,0.9993366599082947,1,0.04955165088176727,1,0.9604077339172363,0.3996933102607727
99,0.999235212802887,1,0.04865588992834091,1,0.9608395099639893,0.37248608469963074
0,0.8962112665176392,2,0.4484180808067322,1,0.9479260444641113,0.3324061632156372
1,0.9526789784431458,2,0.31438273191452026,1,0.9605221748352051,0.2960612177848816
2,0.9639330506324768,2,0.2776063084602356,1,0.968696653842926,0.26972344517707825
3,0.9722763299942017,2,0.24633389711380005,1,0.9718067646026611,0.2465880960226059
4,0.9763972163200378,2,0.22851808369159698,1,0.9706746339797974,0.25958120822906494
5,0.9790092706680298,2,0.21630945801734924,1,0.971348762512207,0.24551762640476227
6,0.982543408870697,2,0.19862742722034454,1,0.9739940166473389,0.2413480579853058
7,0.984690248966217,2,0.18701370060443878,1,0.974879801273346,0.23241828382015228
8,0.986275851726532,2,0.17790034413337708,1,0.9726648330688477,0.24781224131584167
9,0.9873227477073669,2,0.1704605221748352,1,0.9744179844856262,0.23748597502708435
10,0.9892067909240723,2,0.15981504321098328,1,0.9734423160552979,0.2369643747806549
11,0.9903861284255981,2,0.15112166106700897,1,0.9719932675361633,0.2658158540725708
