epoch,auc,fold,loss,repeat,val_auc,val_loss
0,0.9106607437133789,1,0.4160805940628052,1,0.9539009928703308,0.31461507081985474
1,0.9579132199287415,1,0.29555460810661316,1,0.9642329216003418,0.27534160017967224
2,0.9682402610778809,1,0.25887325406074524,1,0.9692675471305847,0.2582188546657562
3,0.9744706749916077,1,0.23460909724235535,1,0.9678320288658142,0.2744603753089905
4,0.9781067371368408,1,0.2172817438840866,1,0.9732325673103333,0.23618215322494507
5,0.9815807938575745,1,0.20095501840114594,1,0.9720165133476257,0.24103854596614838
6,0.983634889125824,1,0.1896362006664276,1,0.9724976420402527,0.24615101516246796
7,0.9854709506034851,1,0.18004819750785828,1,0.9751171469688416,0.23594658076763153
8,0.9878156781196594,1,0.16657929122447968,1,0.9714670777320862,0.2577275037765503
9,0.9892830848693848,1,0.15712496638298035,1,0.971967875957489,0.273748517036438
10,0.9902198910713196,1,0.1504538506269455,1,0.9727452397346497,0.25442084670066833
11,0.9912724494934082,1,0.14322420954704285,1,0.9712416529655457,0.2687775194644928
12,0.9923530220985413,1,0.135923370718956,1,0.9728633165359497,0.247896209359169
13,0.9928045272827148,1,0.13145051896572113,1,0.9716609120368958,0.2787778377532959
14,0.9936211109161377,1,0.12476877868175507,1,0.9696902632713318,0.3004729449748993
15,0.9938692450523376,1,0.12233871221542358,1,0.9661509394645691,0.3035413324832916
16,0.9945182204246521,1,0.11693673580884933,1,0.9700983762741089,0.3091091215610504
17,0.9947932362556458,1,0.1143057569861412,1,0.9655919671058655,0.3266177177429199
18,0.995058536529541,1,0.11174876987934113,1,0.9692850112915039,0.2935205399990082
19,0.995477557182312,1,0.10817280411720276,1,0.9684550166130066,0.2909884750843048
20,0.9959108829498291,1,0.10436683148145676,1,0.9697685241699219,0.2837923765182495
21,0.9961109161376953,1,0.10178699344396591,1,0.9704157710075378,0.27750492095947266
22,0.9965975880622864,1,0.09684529155492783,1,0.9695543646812439,0.3072655498981476
23,0.9965068101882935,1,0.09730830043554306,1,0.9653279781341553,0.34767869114875793
24,0.9967581629753113,1,0.09373635053634644,1,0.968848705291748,0.31758278608322144
25,0.9968382120132446,1,0.09352944046258926,1,0.9677157998085022,0.3063965141773224
26,0.9968344569206238,1,0.09185874462127686,1,0.9664512872695923,0.3336881995201111
27,0.9970688819885254,1,0.09060914814472198,1,0.9679310321807861,0.317674845457077
28,0.9973706007003784,1,0.08661260455846786,1,0.9611971378326416,0.3884948790073395
29,0.9972522258758545,1,0.08758608251810074,1,0.9664642214775085,0.33678486943244934
30,0.9973678588867188,1,0.08534182608127594,1,0.963665246963501,0.3956531882286072
31,0.9973824620246887,1,0.08502032607793808,1,0.967400312423706,0.30706843733787537
32,0.9977564811706543,1,0.08095161616802216,1,0.9669011831283569,0.3570059537887573
33,0.9977163076400757,1,0.08237329125404358,1,0.9641231894493103,0.31607818603515625
34,0.9977967143058777,1,0.08100447803735733,1,0.964602530002594,0.3414584994316101
35,0.9979515075683594,1,0.07820089161396027,1,0.962357223033905,0.3957999348640442
36,0.9978470206260681,1,0.07869643718004227,1,0.9624397158622742,0.391913503408432
37,0.9979551434516907,1,0.07701724767684937,1,0.9637163877487183,0.3775460124015808
38,0.9981271028518677,1,0.07633067667484283,1,0.9673253297805786,0.34253448247909546
39,0.9980307817459106,1,0.0741000548005104,1,0.9654842019081116,0.3512985110282898
40,0.9980452060699463,1,0.07598984241485596,1,0.9553959965705872,0.4418392479419708
41,0.9981101155281067,1,0.07322419434785843,1,0.9642328023910522,0.3813308775424957
42,0.9982043504714966,1,0.07413400709629059,1,0.9650474190711975,0.3884955048561096
43,0.9981481432914734,1,0.0731259360909462,1,0.965353786945343,0.347040593624115
44,0.9985357522964478,1,0.0697706863284111,1,0.9611870050430298,0.39081719517707825
45,0.9982222318649292,1,0.07339245080947876,1,0.9628076553344727,0.37490755319595337
46,0.998449444770813,1,0.0704309418797493,1,0.9643154740333557,0.3591470420360565
47,0.9983978867530823,1,0.06995218247175217,1,0.9628798961639404,0.38712096214294434
48,0.9985059499740601,1,0.06868273764848709,1,0.9600732922554016,0.40882083773612976
49,0.998397946357727,1,0.06894316524267197,1,0.9637141823768616,0.3701498806476593
50,0.9985620975494385,1,0.0663067027926445,1,0.9633866548538208,0.39083948731422424
51,0.9985054731369019,1,0.06772713363170624,1,0.9622204303741455,0.3906284272670746
52,0.998561680316925,1,0.06726203858852386,1,0.9683395028114319,0.3215896785259247
53,0.9986111521720886,1,0.06734974682331085,1,0.9676241278648376,0.32432258129119873
54,0.9986629486083984,1,0.06566136330366135,1,0.9624379873275757,0.3835310637950897
55,0.998725175857544,1,0.06463261693716049,1,0.965430736541748,0.35233595967292786
56,0.9985651969909668,1,0.06626137346029282,1,0.9629452228546143,0.36869022250175476
57,0.9987255930900574,1,0.0643368735909462,1,0.9631098508834839,0.3882598578929901
58,0.9987521767616272,1,0.06371963024139404,1,0.9650759696960449,0.36478960514068604
59,0.9987477660179138,1,0.0635586827993393,1,0.9591635465621948,0.3979330360889435
60,0.998720109462738,1,0.06355208158493042,1,0.9638018608093262,0.36745551228523254
61,0.9988626837730408,1,0.06117817014455795,1,0.9590418934822083,0.42582017183303833
62,0.998590350151062,1,0.06474628299474716,1,0.96535325050354,0.36049410700798035
63,0.9989152550697327,1,0.061671387404203415,1,0.9601517915725708,0.38822510838508606
64,0.9987910985946655,1,0.06121804937720299,1,0.9577882885932922,0.45508521795272827
65,0.9987320303916931,1,0.06158526614308357,1,0.964104413986206,0.3725740313529968
66,0.9988710284233093,1,0.06160649657249451,1,0.966062605381012,0.34771615266799927
67,0.9988330602645874,1,0.06084851548075676,1,0.9635561108589172,0.38558024168014526
68,0.9989469051361084,1,0.060918599367141724,1,0.9641084671020508,0.36091890931129456
69,0.9989526867866516,1,0.05859103053808212,1,0.9481010437011719,0.5598472952842712
70,0.9987772107124329,1,0.062258798629045486,1,0.9641332626342773,0.3617105185985565
71,0.9990925788879395,1,0.05681624636054039,1,0.9591128826141357,0.4446316659450531
72,0.9989191293716431,1,0.059937044978141785,1,0.95985347032547,0.39696750044822693
73,0.9990683794021606,1,0.058189019560813904,1,0.9640815258026123,0.364060640335083
74,0.9991033673286438,1,0.05598548427224159,1,0.9601060152053833,0.4066990911960602
75,0.9990859031677246,1,0.0584176741540432,1,0.9645060300827026,0.3643595278263092
76,0.9989718198776245,1,0.05694112554192543,1,0.9625614881515503,0.3878569006919861
77,0.9989545941352844,1,0.05809331685304642,1,0.9636393785476685,0.36842527985572815
78,0.9988654255867004,1,0.0589548759162426,1,0.9598185420036316,0.41552290320396423
79,0.9989708065986633,1,0.05688295140862465,1,0.9594205021858215,0.4259539842605591
80,0.9991065859794617,1,0.055027276277542114,1,0.9569223523139954,0.47372493147850037
81,0.9990930557250977,1,0.054692476987838745,1,0.9544634222984314,0.46973395347595215
82,0.9990261793136597,1,0.05617344751954079,1,0.9616813659667969,0.41898778080940247
83,0.9990113973617554,1,0.055293381214141846,1,0.9636742472648621,0.40546509623527527
84,0.9989808201789856,1,0.056479841470718384,1,0.9608821868896484,0.4217664301395416
