species,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
H+,-0.1338214874267578,-0.016103170812129974,-0.061717674136161804,-0.030956551432609558,-0.006183933466672897,-0.06383660435676575,-1.2747563123703003,0.0829092487692833,-0.2100660502910614,-0.4682581424713135,-0.01648501306772232,0.09537643939256668,0.0020845644176006317,-0.4831998944282532,-0.02419142797589302,-0.006989361718297005,-0.08769501745700836,-0.0862603411078453,0.025196190923452377,-0.22987410426139832,0.027662750333547592,0.012044164352118969,0.5753123164176941,3.3448879718780518,-0.17870938777923584,-0.15575499832630157,0.1050495058298111,-0.010254820808768272,0.01352786272764206,0.0783403068780899,0.06927982717752457,-0.07513223588466644,0.08758027851581573,0.03998250514268875,-0.11516305804252625,-0.04580167680978775,0.022381016984581947,-0.0349712073802948,0.5509467124938965,-0.022398691624403,0.04556829482316971,-0.13873082399368286,-0.326564222574234,0.1588285267353058,-0.012795701622962952,-0.0740143358707428,-0.06446963548660278,-0.014169026166200638,-0.07637560367584229,-0.6658447980880737,-0.05626435577869415,0.03696008399128914,0.29465511441230774,-0.05712047219276428,-0.4745643138885498,-0.020088568329811096,-0.32476937770843506,0.03758896514773369,-0.14382319152355194,-0.04403262212872505,0.1730848252773285,0.9615291953086853,-0.2508976459503174,0.21861892938613892,0.010437438264489174,0.04168102890253067,-0.5484933257102966,-0.007919393479824066,0.016496844589710236,0.6339026093482971,0.6320993900299072,-0.04146954417228699,-0.029368434101343155,-0.053645264357328415,0.16690781712532043,0.06003850698471069,-0.7682885527610779,0.5833553075790405,0.41651618480682373,0.2969103455543518,0.08796636760234833,0.20493927597999573,-0.025835558772087097,-0.04252275079488754,0.0869392603635788,0.01984294131398201
H-,-0.05221433565020561,0.12273968756198883,0.04763926565647125,-0.031826820224523544,0.0021813164930790663,0.002320012077689171,-0.4762745797634125,0.05853541940450668,-0.06496261060237885,-0.7121845483779907,0.02884005196392536,0.06399430334568024,-0.041292279958724976,-0.2786295413970947,-0.08235213160514832,0.07309208065271378,-0.11016051471233368,0.058688536286354065,0.4544754922389984,0.9859405755996704,0.006072591990232468,0.013287559151649475,0.507159948348999,1.0058106184005737,-0.31930723786354065,-0.02318626455962658,-0.05651543661952019,-0.03516091778874397,-0.08876518160104752,0.004336223937571049,0.05513756722211838,-0.4411900043487549,0.01774217188358307,-0.07628517597913742,-0.14771124720573425,-0.007757197134196758,0.03694450110197067,-0.05541650950908661,1.395024061203003,-0.17116408050060272,0.07598330080509186,-0.13604551553726196,-0.23473790287971497,0.18615439534187317,0.16735409200191498,-0.04973655939102173,0.010663563385605812,-0.04462071508169174,0.014425497502088547,-1.0175517797470093,-0.029771773144602776,0.13107186555862427,1.702151894569397,0.01358785666525364,-0.4346303343772888,-0.053144924342632294,-0.2485359162092209,-0.055970169603824615,-0.11003606021404266,0.0066231172531843185,0.06644861400127411,1.1793166399002075,-0.1458616554737091,-0.16437581181526184,-0.12157642096281052,0.05883187800645828,-0.0758507251739502,0.04170099273324013,0.09741254150867462,0.7126399874687195,-0.015142753720283508,-0.09264299273490906,0.06990932673215866,-0.0203107800334692,0.39858555793762207,0.10282132029533386,-0.7976791858673096,0.6667897701263428,-0.056443244218826294,0.19117052853107452,0.12045089900493622,0.21596139669418335,0.001333031803369522,-0.11599991470575333,0.0028307046741247177,0.008877355605363846
H0+,-0.18642397224903107,0.018834058195352554,-0.0420757457613945,0.0772508978843689,0.05461679771542549,-0.052884262055158615,-1.126371145248413,0.22822485864162445,-1.1917814016342163,-0.6736828088760376,0.035537973046302795,0.11326607316732407,-0.06598023325204849,0.0239904522895813,-0.018826443701982498,-0.16354547441005707,-0.1860392838716507,-0.11870371550321579,0.05495557188987732,-0.2741209864616394,0.4325850307941437,0.014564944431185722,1.6930688619613647,1.610968828201294,-1.7229526042938232,-0.16978423297405243,-0.14716365933418274,0.015618724748492241,0.14462295174598694,-0.011174820363521576,-0.011246709153056145,-1.0507357120513916,0.02897695265710354,-0.04490569978952408,-0.03261594474315643,0.07969191670417786,0.02723081037402153,0.8417474627494812,0.2846619486808777,-0.05634382739663124,0.22037801146507263,-0.23032566905021667,-0.3025583326816559,0.09871289134025574,-0.10629450529813766,0.02980203926563263,0.08536707609891891,0.043565258383750916,-0.050163209438323975,0.09835308790206909,-0.09420526027679443,0.2042158991098404,0.21069911122322083,-0.08467038720846176,-0.575683057308197,0.12365017831325531,-0.36959314346313477,-0.034571003168821335,-0.14504539966583252,-0.05131223052740097,2.267209529876709,1.1860028505325317,-0.20527434349060059,0.9986110329627991,0.007979769259691238,0.05748111754655838,0.4895637333393097,0.02419724315404892,-0.291207879781723,0.5610146522521973,0.17247655987739563,0.08416631817817688,-0.09604676067829132,0.03805554285645485,0.7279536724090576,0.08156276494264603,-0.9194281101226807,0.6643725037574768,0.03144356235861778,0.5192996263504028,0.1551477164030075,0.48335325717926025,-0.06438487023115158,0.1748420000076294,0.03279496356844902,-0.05064485967159271
Li+,0.025749629363417625,-0.04667535424232483,-0.022301826626062393,-0.018261101096868515,0.0031112241558730602,-0.15496833622455597,-0.3680611252784729,0.0684913843870163,0.11966484785079956,-0.7662851810455322,-0.003470953553915024,0.10960642993450165,-0.11634840071201324,-0.2371825873851776,0.054388489574193954,0.10096995532512665,-0.06261083483695984,-0.03318917006254196,0.5842763185501099,-0.27566903829574585,-0.06358394026756287,0.09347328543663025,0.45590272545814514,1.9163705110549927,-0.6567383408546448,0.05413249880075455,0.0691811591386795,0.18995815515518188,-0.06966785341501236,-0.04092493653297424,-0.056990478187799454,0.04212592542171478,-0.059401169419288635,0.047310877591371536,-0.18135178089141846,-0.039131179451942444,0.035469651222229004,0.2846893072128296,-0.09827275574207306,0.028344662860035896,0.12630940973758698,-0.21081475913524628,-0.16104739904403687,0.22588467597961426,-0.01762172393500805,0.02941715344786644,-0.08598930388689041,0.10380019247531891,-0.11822328716516495,1.6501364707946777,0.002326725982129574,-0.0032057445496320724,0.2677910327911377,-0.003863726742565632,-0.08494248241186142,0.07659276574850082,-0.051492832601070404,-0.012298024259507656,-0.06777340173721313,-0.0027776286005973816,-0.2595096528530121,0.8584874868392944,0.11889170855283737,-0.7874780297279358,-0.03378351777791977,0.07615738362073898,1.1673383712768555,-0.10677328705787659,-0.14560098946094513,1.295013666152954,0.5147499442100525,-0.015271041542291641,0.07016317546367645,-0.10985542833805084,0.600166916847229,-0.1328333467245102,-0.8153223991394043,-0.09346877783536911,-0.20218442380428314,0.3170562982559204,0.22965136170387268,-0.2699725329875946,-0.0754561796784401,-0.17205797135829926,0.024273285642266273,-0.14306065440177917
Be2+,0.2061174064874649,0.3265974521636963,0.08512018620967865,0.2714480459690094,0.11845614016056061,0.05614226311445236,-0.5775112509727478,0.31338709592819214,0.2859501242637634,-0.27083438634872437,0.011268584989011288,0.13447090983390808,0.09941421449184418,-0.40018337965011597,0.26231086254119873,0.12127549201250076,-0.026056567206978798,0.3612140119075775,0.6995890140533447,0.604596734046936,0.4063259959220886,-0.11403229832649231,0.21627205610275269,1.9332935810089111,-0.5512916445732117,-0.5088353157043457,0.7575128078460693,0.26417216658592224,0.18613362312316895,0.23088157176971436,0.1604592502117157,-0.24518468976020813,0.25722089409828186,0.039022356271743774,-0.35043227672576904,-0.3472379744052887,-0.20367920398712158,0.35881292819976807,0.09590907394886017,-0.031683120876550674,0.06234678626060486,0.01702307164669037,-0.06261654198169708,0.1605549156665802,0.2269597351551056,-0.1035308688879013,-0.3057323098182678,0.15448105335235596,-0.2427520751953125,1.3878285884857178,-0.04832547903060913,0.2590610980987549,0.28954771161079407,0.09835278987884521,-0.260978639125824,0.05239284038543701,-0.13555827736854553,-0.092870332300663,-0.27916935086250305,-0.5508272647857666,0.4557619094848633,1.5220030546188354,-0.7521457076072693,-0.3372548818588257,0.21572308242321014,0.17783114314079285,0.6156821250915527,-0.055056408047676086,0.3639187812805176,1.006368637084961,0.7218692302703857,0.20963971316814423,0.3165014088153839,-0.2049475461244583,0.40405458211898804,0.04704952612519264,-0.4538564085960388,-1.038879156112671,-1.1564204692840576,0.5437503457069397,0.23602038621902466,0.9075596332550049,-0.19088901579380035,-0.08716074377298355,0.25214964151382446,0.10886209458112717
B+,0.06693927198648453,-0.262486070394516,0.03381921350955963,0.1930190622806549,0.3816937804222107,0.22527220845222473,-1.7807797193527222,0.11726372689008713,0.47186756134033203,-0.4456193149089813,0.006547510623931885,-0.15135756134986877,-0.4375477731227875,-0.6617376804351807,-0.20408877730369568,0.05484253913164139,0.10619936138391495,-0.01874011754989624,-1.215567708015442,1.3077985048294067,-0.2459460198879242,-0.1678694784641266,0.0366174578666687,0.11074481904506683,-0.5336410999298096,0.11599673330783844,1.5418460369110107,0.11597578227519989,0.10865817964076996,0.010941531509160995,0.05736401304602623,-0.2684696912765503,0.011962302029132843,0.23977603018283844,-0.10420656204223633,0.2555139362812042,-0.01865164376795292,1.3773982524871826,-0.2429174780845642,0.0016793124377727509,-0.0025629084557294846,-0.1345713883638382,-0.2576199173927307,0.013895154930651188,-0.25746962428092957,0.2531501054763794,-0.06002131476998329,-0.19726905226707458,-0.1164684146642685,0.5284743309020996,-0.11887839436531067,-0.03773673251271248,0.5378062129020691,0.16259677708148956,-1.0181872844696045,0.2068413943052292,-0.6810266971588135,0.10921769589185715,0.08131509274244308,0.010586971417069435,-1.1274415254592896,1.7784926891326904,0.3738985061645508,-0.20315460860729218,0.06825815886259079,0.23522046208381653,-0.3229203224182129,-0.06156597658991814,0.5131596922874451,-0.6007993221282959,1.577125072479248,0.06921844929456711,0.1476593166589737,-0.20833419263362885,0.2124418318271637,0.0532449372112751,-0.8538613319396973,-0.7464717030525208,-1.9775241613388062,0.4801608622074127,-0.09293441474437714,0.3733285665512085,0.17951148748397827,0.2440016120672226,0.037031542509794235,-0.1510356366634369
B2+,0.31498095393180847,0.023694291710853577,0.03307995945215225,0.30989789962768555,0.07608865201473236,0.12048806250095367,-1.5274087190628052,0.11824917793273926,0.3615429103374481,-1.0732814073562622,0.11957737803459167,-0.08576030284166336,0.04951454699039459,-0.5641694068908691,0.14922402799129486,0.08645454049110413,-0.02558659017086029,-0.0240517295897007,-0.5789042711257935,1.4762243032455444,-0.1959647685289383,-0.24720565974712372,-0.48450276255607605,0.6669187545776367,-0.5180405974388123,0.14911848306655884,2.4174509048461914,0.11180133372545242,-0.4344542324542999,0.11561041325330734,-0.21086198091506958,0.04285480082035065,-0.1549767553806305,0.050379954278469086,-0.004815973341464996,0.18048886954784393,-0.1673906296491623,0.8074920773506165,-0.20266097784042358,0.1376606673002243,0.12891964614391327,-0.017147399485111237,-0.5899515748023987,-0.08093155175447464,-0.24641738831996918,0.17845794558525085,-0.1988651156425476,-0.15794134140014648,0.38544991612434387,0.6359552145004272,-0.2978503704071045,-0.19340768456459045,0.42224305868148804,-0.5442173480987549,-1.0454388856887817,-0.15880486369132996,-0.35344308614730835,-0.23137840628623962,-0.3572459816932678,0.13793376088142395,-0.5474509000778198,2.061184883117676,-0.43971681594848633,-0.22432342171669006,-0.2920926809310913,0.08347032219171524,-0.42678967118263245,-0.13939818739891052,0.4661128520965576,0.3338856101036072,1.946613073348999,-0.19872689247131348,0.19382770359516144,-0.04522521793842316,0.25406521558761597,0.2042044848203659,-0.6543242931365967,-0.8050355911254883,-2.232095956802368,0.4062650203704834,0.2996596693992615,1.375022053718567,0.1483103334903717,-0.35131287574768066,0.24061523377895355,-0.4385644495487213
B2-,-0.003951274789869785,0.08541429042816162,-0.013119382783770561,-0.025799419730901718,0.042628444731235504,0.008460469543933868,0.10138855129480362,-0.0736180767416954,0.05708484351634979,-0.7730715870857239,-0.09302861988544464,0.06208702176809311,-0.14728175103664398,-0.4337438941001892,0.03922118991613388,0.060547810047864914,-0.07555794715881348,0.008936881087720394,0.47850272059440613,-0.3031727969646454,-0.09627385437488556,-0.11050949990749359,0.3380323052406311,-0.4881006181240082,0.10404792428016663,-0.03367878496646881,-0.06262944638729095,0.11267974972724915,0.0270749032497406,-0.037944495677948,0.08906111121177673,-0.11801710724830627,0.014609035104513168,0.049153201282024384,-0.10399992763996124,-0.0033153388649225235,0.04420013725757599,-0.007335737347602844,-0.1479019671678543,0.03497879207134247,0.14261186122894287,0.00032240524888038635,-0.23761792480945587,0.05272813141345978,0.03188043087720871,0.05140972137451172,-0.08441483974456787,0.02930503711104393,0.018680546432733536,-0.8434075713157654,-0.1237671822309494,0.0742638111114502,0.03813263773918152,-0.13662096858024597,1.8140455484390259,0.031225912272930145,-0.41811856627464294,-0.019977964460849762,-0.21413181722164154,-0.052679188549518585,-0.14771826565265656,0.9327918291091919,-0.21908524632453918,-0.23525479435920715,-0.05418742448091507,0.08638665825128555,0.07387696951627731,0.11818046867847443,-0.025978058576583862,-3.276228666305542,-0.3054860830307007,0.041101813316345215,0.04651142284274101,-0.28772518038749695,0.281612753868103,-0.033352673053741455,-0.47480279207229614,0.39635932445526123,1.0157814025878906,0.380881130695343,0.18037846684455872,-0.2698761820793152,-0.06856036931276321,0.020734764635562897,-0.03119807504117489,-0.03425489738583565
B3-,0.023516254499554634,0.036004554480314255,0.026547186076641083,0.004110160283744335,0.07156198471784592,-0.15511925518512726,0.1148710548877716,0.004794672131538391,0.09347358345985413,-0.6654008626937866,-0.08724687248468399,0.1736481636762619,-0.05512506514787674,0.12705056369304657,0.10490209609270096,-0.046496111899614334,-0.03414887934923172,0.06341637670993805,0.681683361530304,-0.3516937792301178,-0.1200820729136467,-0.22267109155654907,0.451012521982193,-0.2272142469882965,0.030699193477630615,-0.03736581280827522,0.08328491449356079,0.10527230054140091,0.000235801562666893,-0.09400077164173126,0.1941498965024948,-0.09891807287931442,-0.0017896238714456558,0.06203172355890274,-0.02616288885474205,0.11058926582336426,0.11480248719453812,1.015260100364685,-0.4834211766719818,-0.04652534797787666,0.14117254316806793,-0.06993291527032852,-0.25417351722717285,0.004243047907948494,-0.020750466734170914,-0.07138297706842422,-0.09413457661867142,0.029315311461687088,-0.06837477535009384,-1.3122082948684692,-0.10121092945337296,0.06417478621006012,0.1766938418149948,-0.05380359664559364,0.3031652867794037,-0.12306183576583862,-0.3234010338783264,-0.010326046496629715,-0.21608951687812805,-0.15721546113491058,0.5318232178688049,0.9992743134498596,-0.1496085524559021,-0.46867668628692627,-0.060075148940086365,0.022204484790563583,0.5700089335441589,0.11407171189785004,0.11294728517532349,-2.9298758506774902,-0.009141568094491959,0.036197174340486526,-0.05027834326028824,-0.2134428322315216,0.14114397764205933,-0.057740990072488785,-0.7445769309997559,0.6614651679992676,0.6643593311309814,0.4594098925590515,0.19552946090698242,0.3081052005290985,-0.006463476922363043,-0.021294716745615005,0.053740233182907104,0.06944818049669266
B3+,0.34279465675354004,0.12307433784008026,0.03135757893323898,0.06496500968933105,-0.12241633981466293,0.13326559960842133,-1.6247361898422241,-0.011470284312963486,-0.431328147649765,-0.8100682497024536,0.02351861447095871,-0.04281158745288849,-0.06779548525810242,-0.6535108685493469,0.2116449475288391,-0.1952703595161438,-0.08287963271141052,0.12827372550964355,-0.04220696538686752,0.8934742212295532,0.12757857143878937,-0.01855645328760147,0.29771631956100464,2.024210214614868,-0.1221441775560379,0.07285995036363602,1.206317663192749,0.006176147609949112,-0.1381373405456543,0.10527287423610687,0.009625613689422607,-0.12707556784152985,0.06916679441928864,0.11595569550991058,-0.28064391016960144,0.05961715802550316,0.10101959109306335,0.07790710031986237,-0.37374377250671387,0.03025738149881363,0.15549728274345398,0.024249322712421417,-0.28034865856170654,0.06819779425859451,-0.19581195712089539,0.01185062900185585,-0.17183682322502136,0.21902988851070404,-0.051296167075634,1.310897946357727,-0.22774606943130493,-0.1982947587966919,0.534001350402832,-0.21074466407299042,-0.7350082397460938,-0.04400081932544708,-0.5794722437858582,-0.032861895859241486,-0.21259677410125732,-0.10010191798210144,-0.24769112467765808,1.4795331954956055,-0.30761605501174927,-1.7537404298782349,-0.12605737149715424,0.0165383443236351,0.6651226282119751,-0.2106502801179886,0.43225976824760437,0.6075490713119507,1.4309256076812744,-0.11324423551559448,-0.0869542732834816,-0.03923797979950905,0.20528149604797363,-0.0158807672560215,-0.5241680145263672,1.3051459789276123,-1.2908731698989868,0.12662291526794434,-0.0315103605389595,0.5034666061401367,-0.2883565127849579,-0.1007697805762291,0.0946519672870636,-0.16070722043514252
